us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,dRed/dt,dIR/dt,,,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR
34488569,3134.7,2675.5,1.1716,1092,-0.087,-1.085,,,,,,,,,0.0002465972778,0.000000001952168036,5810.2
34519781,3136,2683.1,1.1688,1094.4,-0.09,-0.084,,,,,,,,,0.0002851467384,0.000000001234570396,5819.1
34550979,3138.4,2690.1,1.1667,1095.6,-0.069,0.687,,,,,,,,,0.0003013013655,0.0000000005175774394,5828.5
34582238,3142,2695.6,1.1656,1094.8,-0.034,1.116,,,,,,,,,0.0002911161585,-0.0000000003264698675,5837.6
34613463,3146.2,2698.8,1.1658,1092.7,0.006,1.274,,,,,,,,,0.0002369895917,-0.000000001731551453,5845
34644671,3150.3,2699.2,1.1671,1090.4,0.042,1.151,,,,,,,,,0.0001441937965,-0.000000002971842921,5849.5
34675887,3152.7,2696.6,1.1691,1089.4,0.064,0.709,,,,,,,,,-0.000006406970784,-0.000000004825710307,5849.3
34707145,3152.4,2691.4,1.1713,1090.3,0.07,0.18,,,,,,,,,-0.0001759549555,-0.000000005431444924,5843.8
34738357,3149.5,2684,1.1734,1092.5,0.068,-0.047,,,,,,,,,-0.0003300012816,-0.000000004928220808,5833.5
34769569,3144.8,2675,1.1756,1094.9,0.07,0.065,,,,,,,,,-0.0004389337434,-0.000000003490082721,5819.8
34800781,3139.4,2665.1,1.178,1095.8,0.076,0.166,,,,,,,,,-0.0004901960784,-0.000000001642391868,5804.5
34832032,3133.8,2655.1,1.1803,1094.6,0.074,-0.04,,,,,,,,,-0.0004991840261,-0.0000000002879644906,5788.9
34863238,3127.9,2645.9,1.1822,1091.8,0.061,-0.439,,,,,,,,,-0.0004838813049,0.00000000048967141,5773.8
34894458,3121.7,2638.1,1.1833,1088.9,0.035,-0.805,,,,,,,,,-0.0004484304933,0.000000001136025495,5759.8
34925675,3115.4,2632.6,1.1834,1087.4,0.003,-1.033,,,,,,,,,-0.0003779991671,0.000000002255968166,5748
34956913,3109.7,2630,1.1824,1088,-0.033,-1.145,,,,,,,,,-0.0002657020296,0.000000003597307158,5739.7
34988145,3105,2630.7,1.1803,1090.4,-0.067,-1.115,,,,,,,,,-0.0001280737705,0.000000004405796117,5735.7
35019357,3101.7,2634.6,1.1773,1092.9,-0.095,-0.901,,,,,,,,,0.00001922337562,0.000000004716225221,5736.3
35050569,3099.8,2640.7,1.1739,1094.1,-0.11,-0.478,,,,,,,,,0.0001345636294,0.000000003695381704,5740.5
35081820,3098.9,2647.4,1.1706,1093,-0.105,0.165,,,,,,,,,0.000185594061,0.000000001634961925,5746.3
35113032,3099.3,2653.1,1.1682,1090.4,-0.076,0.929,,,,,,,,,0.0001954376522,0.0000000003149848387,5752.4
35144249,3101.2,2656.7,1.1673,1087.8,-0.029,1.527,,,,,,,,,0.0001761860525,-0.0000000006168012211,5757.9
35175840,3104.4,2657.9,1.168,1086.9,0.021,1.565,,,,,,,,,0.0001392801747,-0.000000001182236529,5762.3
35206714,3108.2,2657.5,1.1696,1088.5,0.054,1.061,,,,,,,,,0.0001101250243,-0.0000000009228941927,5765.7
35237940,3111.7,2656.7,1.1713,1091.9,0.053,-0.022,,,,,,,,,0.0000864664062,-0.0000000007662958506,5768.4
35269145,3114,2657.3,1.1719,1095.2,0.019,-1.098,,,,,,,,,0.00009293382471,0.0000000002071164577,5771.3
35300397,3114.5,2660.3,1.1707,1096.6,-0.036,-1.75,,,,,,,,,0.0001119928325,0.0000000006107677536,5774.8
35331622,3113.7,2665.8,1.168,1095.5,-0.087,-1.636,,,,,,,,,0.0001505204163,0.000000001232803785,5779.5
35362840,3112.5,2673,1.1644,1092.6,-0.114,-0.864,,,,,,,,,0.0001921968095,0.000000001334712352,5785.5
35394092,3112.3,2680.7,1.161,1089.8,-0.11,0.138,,,,,,,,,0.000239984641,0.000000001530778123,5793
35425291,3114.5,2688.4,1.1585,1088.9,-0.081,0.91,,,,,,,,,0.0003173178628,0.000000002474504728,5802.9
35456503,3120.4,2696.7,1.1571,1090.3,-0.044,1.2,,,,,,,,,0.0004549532231,0.000000004411531151,5817.1
35487728,3130.2,2706.3,1.1567,1093.3,-0.015,0.94,,,,,,,,,0.0006212970376,0.000000005329482715,5836.5
35518979,3143,2717.6,1.1565,1096,-0.004,0.347,,,,,,,,,0.0007711753224,0.000000004799945068,5860.6
35550199,3156.7,2730.2,1.1562,1096.7,-0.01,-0.21,,,,,,,,,0.0008424087124,0.000000002279395539,5886.9
35581410,3168.6,2742.2,1.1555,1095,-0.023,-0.404,,,,,,,,,0.0007657556631,-0.000000002455254622,5910.8
35612622,3176.9,2751.5,1.1546,1092.1,-0.029,-0.187,,,,,,,,,0.000563885685,-0.000000006467911252,5928.4
35643839,3180.6,2756.3,1.1539,1089.7,-0.021,0.234,,,,,,,,,0.0002722875356,-0.000000009342501261,5936.9
35675045,3179.6,2755.4,1.154,1089.5,0.001,0.705,,,,,,,,,-0.0000608857271,-0.0000000106728149,5935
35706291,3174.8,2748.4,1.1552,1091.6,0.038,1.212,,,,,,,,,-0.000377648339,-0.00000001015069576,5923.2
35737503,3167.8,2735.6,1.158,1094.7,0.091,1.68,,,,,,,,,-0.0006343713956,-0.000000008216189484,5903.4
35768767,3160.3,2718.3,1.1626,1097,0.147,1.803,,,,,,,,,-0.0007932446264,-0.000000005090132987,5878.6
35799998,3153.7,2698.9,1.1685,1096.9,0.19,1.363,,,,,,,,,-0.0008325061637,-0.000000001255806594,5852.6
35831199,3147.7,2679.3,1.1748,1094.4,0.202,0.397,,,,,,,,,-0.0008204865229,0.0000000003848625046,5827
35862450,3141.7,2661.3,1.1805,1091,0.182,-0.643,,,,,,,,,-0.0007679754248,0.000000001682994073,5803
35893635,3135.4,2645.7,1.1851,1088.7,0.145,-1.184,,,,,,,,,-0.0007022607023,0.000000002102803831,5781.1
35924887,3129,2632.8,1.1885,1088.7,0.11,-1.135,,,,,,,,,-0.0006175604761,0.000000002716056634,5761.8
35956045,3123.9,2622.5,1.1912,1090.9,0.087,-0.725,,,,,,,,,-0.000494255087,0.00000000394551994,5746.4
35987344,3121.1,2615.2,1.1935,1094,0.073,-0.464,,,,,,,,,-0.0003226940158,0.000000005506164426,5736.3
36018556,3121.4,2611.5,1.1952,1096,0.057,-0.517,,,,,,,,,-0.0001089324619,0.000000006829660817,5732.9
36049767,3124.6,2612.3,1.1961,1095.7,0.028,-0.912,,,,,,,,,0.0001281599436,0.000000007596193947,5736.9
36080999,3129.6,2617.7,1.1956,1093.2,-0.017,-1.45,,,,,,,,,0.0003329918033,0.000000006562809896,5747.3
36112238,3135.5,2627.8,1.1932,1089.9,-0.076,-1.873,,,,,,,,,0.0005121802875,0.000000005737336199,5763.3
36143470,3141.3,2641.9,1.189,1087.8,-0.134,-1.881,,,,,,,,,0.0006371670082,0.00000000400098341,5783.2
36174662,3146.1,2658.3,1.1835,1087.8,-0.177,-1.356,,,,,,,,,0.0006796614517,0.0000000013606059,5804.4
36205926,3149.2,2674.4,1.1776,1090,-0.19,-0.423,,,,,,,,,0.0006141248721,-0.000000002101070133,5823.6
36237145,3150.2,2687.5,1.1721,1093.1,-0.173,0.529,,,,,,,,,0.0004516480349,-0.000000005196930566,5837.7
36268357,3149,2696.1,1.168,1095.5,-0.133,1.289,,,,,,,,,0.0002370882994,-0.000000006872729283,5845.1
36299556,3146.7,2700,1.1654,1096,-0.082,1.633,,,,,,,,,0.00005128369499,-0.000000005952986171,5846.7
36330767,3144.5,2700.7,1.1643,1094.7,-0.035,1.522,,,,,,,,,-0.00004805997885,-0.000000003184194168,5845.2
36361993,3143.7,2700.1,1.1643,1092.5,-0.001,1.073,,,,,,,,,-0.00004483443284,0.0000000001033464487,5843.8
36393231,3145,2700.2,1.1647,1091,0.014,0.492,,,,,,,,,0.00004481720981,0.000000002871057537,5845.2
36424450,3148.4,2702.2,1.1651,1090.9,0.012,-0.065,,,,,,,,,0.0001729715878,0.000000004102515462,5850.6
36455675,3153.2,2706.5,1.165,1092.3,-0.003,-0.479,,,,,,,,,0.0002914331465,0.000000003794534056,5859.7
36486926,3158.6,2712.8,1.1643,1094.2,-0.022,-0.614,,,,,,,,,0.0003743880196,0.000000002656681283,5871.4
36518123,3163.9,2720,1.1632,1095.4,-0.037,-0.472,,,,,,,,,0.0004006795525,0.0000000008413021323,5883.9
36549357,3168.8,2727.5,1.1618,1095.2,-0.045,-0.26,,,,,,,,,0.0003970032657,-0.0000000001178410376,5896.3
36580569,3173.3,2735.2,1.1602,1093.5,-0.051,-0.207,,,,,,,,,0.0003908753044,-0.0000000001961952136,5908.5
36611781,3178.1,2743.7,1.1583,1091.4,-0.059,-0.241,,,,,,,,,0.0004261181597,0.00000000112914441,5921.8
36643001,3184.1,2753.6,1.1563,1089.9,-0.064,-0.171,,,,,,,,,0.0005092889174,0.000000002664704526,5937.7
36675992,3191.3,2764.6,1.1544,1090,-0.06,0.144,,,,,,,,,0.0005516656058,0.000000001357357092,5955.9
36705450,3198.6,2774.9,1.1527,1091.4,-0.057,0.071,,,,,,,,,0.0005974607916,0.000000001388111481,5973.5
36736715,3203.4,2782.2,1.1514,1093.3,-0.041,0.528,,,,,,,,,0.0003870142332,-0.000000007143952694,5985.6
36767940,3203.5,2784.2,1.1506,1094.5,-0.026,0.486,,,,,,,,,0.00006725380304,-0.0000000102274246,5987.7
36799124,3197.6,2779.7,1.1504,1094.1,-0.008,0.584,,,,,,,,,-0.0003335043612,-0.00000001283452888,5977.3
36830344,3186.8,2769,1.1509,1092.3,0.017,0.784,,,,,,,,,-0.0006886611147,-0.00000001138906983,5955.8
36861569,3173.7,2754,1.1524,1090.1,0.049,1.025,,,,,,,,,-0.0008999199359,-0.000000006766778388,5927.7
36892834,3161.3,2736.8,1.1551,1088.8,0.087,1.206,,,,,,,,,-0.0009467455621,-0.000000001499619734,5898.1
36924045,3151.7,2719.2,1.1591,1089.3,0.126,1.273,,,,,,,,,-0.0008714876165,0.000000002407098851,5870.9
36955252,3145.6,2702.3,1.1641,1091.5,0.16,1.076,,,,,,,,,-0.0007370141314,0.000000004308528567,5847.9
36986503,3141.9,2686.5,1.1695,1094.4,0.175,0.479,,,,,,,,,-0.0006239800326,0.000000003622075137,5828.4
37017728,3139.2,2672.7,1.1745,1096.4,0.16,-0.474,,,,,,,,,-0.0005284227382,0.000000003057735575,5811.9
37048926,3136,2662,1.1781,1096.4,0.114,-1.493,,,,,,,,,-0.0004455413809,0.000000002654326896,5798
37080145,3131.7,2654.9,1.1796,1094.6,0.048,-2.089,,,,,,,,,-0.0003651622409,0.00000000257641964,5786.6
37111397,3126.8,2651.8,1.1791,1092.1,-0.014,-2.009,,,,,,,,,-0.000255983617,0.000000003497185172,5778.6
37142631,3122.5,2652.2,1.1773,1090.6,-0.058,-1.389,,,,,,,,,-0.0001248639303,0.000000004195561459,5774.7
37173820,3119.5,2654.9,1.175,1091,-0.074,-0.51,,,,,,,,,-0.00000961877585,0.000000003689734087,5774.4
37205080,3118.3,2658.4,1.173,1093.3,-0.064,0.308,,,,,,,,,0.00007357645553,0.000000002667454275,5776.7
37236291,3118.7,2661.7,1.1717,1096,-0.041,0.726,,,,,,,,,0.0001185479478,0.000000001438627393,5780.4
37267516,3120.7,2664.8,1.1711,1097.4,-0.021,0.67,,,,,,,,,0.0001633306645,0.000000001434837612,5785.5
37298714,3124.2,2668.6,1.1707,1096.6,-0.012,0.29,,,,,,,,,0.0002339893583,0.000000002262888511,5792.8
37329979,3129.2,2674,1.1702,1093.8,-0.015,-0.119,,,,,,,,,0.0003326403326,0.000000003162092902,5803.2
37361199,3134.7,2680.5,1.1694,1090.6,-0.026,-0.346,,,,,,,,,0.0003843689942,0.000000001654523,5815.2
37392410,3139.2,2687.1,1.1682,1088.7,-0.038,-0.379,,,,,,,,,0.0003556438435,-0.0000000009200881076,5826.3
37423622,3141.5,2692.5,1.1668,1089.1,-0.048,-0.316,,,,,,,,,0.0002466999872,-0.000000003490559621,5834
37454873,3141.6,2696.4,1.1651,1091.5,-0.052,-0.146,,,,,,,,,0.0001279959041,-0.000000003803155295,5838
37486092,3141.2,2699.4,1.1637,1094.4,-0.047,0.17,,,,,,,,,0.00008328261636,-0.000000001430779424,5840.6
37517305,3142.2,2702.5,1.1627,1096.1,-0.031,0.511,,,,,,,,,0.0001313555249,0.000000001539860616,5844.7
37548503,3146.1,2706.8,1.1623,1095.7,-0.012,0.617,,,,,,,,,0.0002628373614,0.000000004212406255,5852.9
37579728,3153,2712.8,1.1623,1093.7,-0.001,0.34,,,,,,,,,0.0004131305044,0.000000004817396725,5865.8
37610979,3161.6,2720.7,1.162,1091.4,-0.008,-0.231,,,,,,,,,0.0005279831045,0.000000003678225785,5882.3
37642177,3169.7,2730.2,1.161,1090.6,-0.032,-0.764,,,,,,,,,0.0005641387268,0.000000001156942891,5899.9
37673410,3176,2740,1.1591,1091.8,-0.06,-0.887,,,,,,,,,0.0005154804213,-0.000000001559661052,5916
37704662,3179.7,2749,1.1567,1094.7,-0.079,-0.598,,,,,,,,,0.0004063739921,-0.000000003493306096,5928.7
37735887,3181,2756.4,1.154,1097.5,-0.085,-0.206,,,,,,,,,0.0002786228983,-0.000000004087773382,5937.4
37767089,3180.9,2762.4,1.1515,1098.8,-0.081,0.117,,,,,,,,,0.0001890904429,-0.000000002867332439,5943.3
37798305,3180.6,2767.3,1.1494,1097.9,-0.068,0.424,,,,,,,,,0.000147360328,-0.00000000133741795,5947.9
37829516,3181.5,2771.5,1.148,1095.4,-0.045,0.738,,,,,,,,,0.0001634039281,0.0000000005139543845,5953
37860767,3183.7,2774.5,1.1475,1092.8,-0.014,0.985,,,,,,,,,0.0001663946754,0,5958.2
37891993,3186,2774.9,1.1481,1091.6,0.021,1.122,,,,,,,,,0.0000864664062,-0.00000000255762277,5960.9
37923194,3186.8,2771.2,1.15,1092.1,0.059,1.212,,,,,,,,,-0.00009294573892,-0.000000005745601266,5958
37954410,3184.9,2762.2,1.153,1093.7,0.098,1.278,,,,,,,,,-0.0003491799077,-0.000000008212370399,5947.1
37985622,3180.4,2748.1,1.1573,1094.9,0.136,1.217,,,,,,,,,-0.0005959246444,-0.000000007904431594,5928.5
38016834,3174,2730.5,1.1624,1094.8,0.164,0.885,,,,,,,,,-0.000768935025,-0.000000005543072556,5904.5
38048045,3166.8,2711.6,1.1679,1093,0.175,0.349,,,,,,,,,-0.0008362436321,-0.000000002156497727,5878.4
38079305,3160.2,2693.7,1.1732,1090.3,0.17,-0.172,,,,,,,,,-0.0007837492003,0.000000001681920855,5853.9
38110516,3155.3,2678.5,1.178,1088.2,0.154,-0.489,,,,,,,,,-0.0006440037166,0.00000000447042494,5833.8
38141781,3152.4,2666.7,1.1821,1087.6,0.132,-0.704,,,,,,,,,-0.0004701743163,0.000000005569491535,5819.1
38172979,3150.8,2658.1,1.1854,1088.9,0.104,-0.915,,,,,,,,,-0.0003269440349,0.000000004581170045,5808.9
38204199,3149.2,2652.2,1.1874,1091.4,0.064,-1.258,,,,,,,,,-0.0002402306214,0.000000002779454243,5801.4
38235450,3146.7,2649.1,1.1878,1093.8,0.015,-1.595,,,,,,,,,-0.0001791942658,0.000000001955040218,5795.8
38266662,3143,2648.7,1.1866,1094.6,-0.039,-1.719,,,,,,,,,-0.0001313597334,0.000000001530656054,5791.7
38297887,3139.1,2651.3,1.184,1093.6,-0.084,-1.427,,,,,,,,,-0.00004163330665,0.000000002874741343,5790.4
38329092,3136,2656,1.1807,1091.4,-0.105,-0.7,,,,,,,,,0.00005127383432,0.000000002975408838,5792
38360344,3134.6,2661.7,1.1777,1089.2,-0.098,0.253,,,,,,,,,0.0001375911942,0.000000002766138755,5796.3
38391556,3135.8,2667.4,1.1756,1088.4,-0.066,0.997,,,,,,,,,0.0002210688197,0.000000002671113065,5803.2
38422767,3139.2,2672.4,1.1747,1089.5,-0.029,1.184,,,,,,,,,0.0002691358816,0.000000001540018643,5811.6
38454006,3144.2,2677.2,1.1744,1092.2,-0.008,0.702,,,,,,,,,0.0003137104261,0.000000001428167777,5821.4
38485199,3149.4,2682.6,1.174,1095,-0.013,-0.188,,,,,,,,,0.0003398198314,0.0000000008357951696,5832
38516450,3153.6,2689.3,1.1727,1096.7,-0.044,-0.971,,,,,,,,,0.0003487888388,0.0000000002875326959,5842.9
38547675,3156.2,2697.3,1.1701,1096.4,-0.081,-1.2,,,,,,,,,0.0003394715773,-0.0000000002981428273,5853.5
38578873,3157.3,2705.9,1.1668,1094.8,-0.106,-0.795,,,,,,,,,0.0003109173665,-0.0000000009144663175,5863.2
38610123,3157.6,2714.1,1.1634,1092.9,-0.109,-0.085,,,,,,,,,0.000272,-0.000000001247431454,5871.7
38641325,3158.1,2721.3,1.1605,1092.2,-0.094,0.469,,,,,,,,,0.0002467790526,-0.000000000807070316,5879.4
38672556,3159,2727.3,1.1583,1093.4,-0.07,0.756,,,,,,,,,0.0002209343281,-0.0000000008283034598,5886.3
38703767,3160.3,2731.5,1.157,1096,-0.042,0.92,,,,,,,,,0.0001762199225,-0.000000001431731472,5891.8
38735045,3161.7,2733.2,1.1568,1098.7,-0.007,1.118,,,,,,,,,0.00009911119637,-0.000000002470562497,5894.9
38766252,3163.6,2732.5,1.1578,1099.9,0.031,1.222,,,,,,,,,0.00003845291121,-0.000000001939327488,5896.1
38797463,3166.9,2730.6,1.1598,1098.9,0.064,1.058,,,,,,,,,0.00004485598026,0.0000000002051805383,5897.5
38828675,3172,2728.8,1.1624,1095.9,0.085,0.667,,,,,,,,,0.0001057285659,0.000000001950356787,5900.8
38859926,3178.1,2727.3,1.1653,1092.5,0.092,0.205,,,,,,,,,0.0001471952898,0.00000000132855068,5905.4
38891123,3183.4,2725.6,1.168,1090.4,0.087,-0.166,,,,,,,,,0.0001153957111,-0.000000001017553954,5909
38922344,3185.6,2722,1.1703,1090.4,0.074,-0.391,,,,,,,,,-0.00004484161302,-0.000000005136305547,5907.6
38953597,3183.4,2715.8,1.1722,1092.2,0.06,-0.467,,,,,,,,,-0.0002687741977,-0.000000007172498788,5899.2
38984824,3176.9,2707,1.1736,1094.4,0.045,-0.46,,,,,,,,,-0.000489960611,-0.000000007077285807,5883.9
39016032,3167.7,2696.7,1.1747,1095.2,0.034,-0.368,,,,,,,,,-0.0006248397847,-0.000000004319312571,5864.4
39047238,3157.6,2686.1,1.1756,1093.9,0.029,-0.166,,,,,,,,,-0.0006633339742,-0.000000001233471852,5843.7
39078463,3148.4,2676.1,1.1765,1091.1,0.03,0.038,,,,,,,,,-0.0006148919135,0.000000001552331625,5824.5
39109728,3141.2,2667.7,1.1775,1088.5,0.032,0.071,,,,,,,,,-0.000498960499,0.000000003712775487,5808.9
39140926,3136.2,2661.4,1.1784,1087.8,0.029,-0.102,,,,,,,,,-0.0003622027053,0.000000004374149805,5797.6
39172185,3133.1,2657.6,1.1789,1089.5,0.017,-0.39,,,,,,,,,-0.0002207364279,0.000000004534466228,5790.7
39203397,3131.5,2656.7,1.1787,1092.7,-0.005,-0.708,,,,,,,,,-0.00008009739844,0.000000004499153187,5788.2
39234609,3131.2,2659.1,1.1775,1095.7,-0.038,-1.056,,,,,,,,,0.00006728181469,0.000000004721876622,5790.3
39265834,3131.9,2665.3,1.1751,1096.6,-0.08,-1.322,,,,,,,,,0.0002209767814,0.000000004924226795,5797.2
39297032,3133.1,2674.6,1.1714,1095,-0.117,-1.2,,,,,,,,,0.0003365600359,0.000000003701625444,5807.7
39328291,3134.3,2685,1.1673,1091.9,-0.13,-0.417,,,,,,,,,0.0003710931252,0.00000000110690074,5819.3
39359516,3136,2694.1,1.164,1089,-0.106,0.769,,,,,,,,,0.0003458767014,-0.0000000008066932346,5830.1
39390714,3138.8,2700.3,1.1624,1087.9,-0.052,1.742,,,,,,,,,0.0002884800308,-0.00000000183816399,5839.1
39421926,3143.3,2703.6,1.1626,1088.9,0.007,1.889,,,,,,,,,0.0002499038831,-0.000000001236494251,5846.9
39453145,3148.7,2705,1.164,1091,0.044,1.167,,,,,,,,,0.0002178160735,-0.000000001028060027,5853.7
39484404,3153.8,2706.1,1.1655,1092.7,0.047,0.11,,,,,,,,,0.0001983428773,-0.0000000006237610524,5859.9
39515609,3157.9,2707.4,1.1664,1092.8,0.029,-0.592,,,,,,,,,0.0001730491908,-0.0000000008091649258,5865.3
39546834,3160.6,2709.2,1.1666,1091.4,0.007,-0.677,,,,,,,,,0.0001441152922,-0.000000000927219952,5869.8
39578045,3162.6,2711.5,1.1664,1089.6,-0.007,-0.449,,,,,,,,,0.0001377719394,-0.0000000002031498112,5874.1
39609252,3164.7,2714.5,1.1659,1088.8,-0.017,-0.346,,,,,,,,,0.0001634248726,0.0000000008219196195,5879.2
39640516,3167.1,2718.8,1.1649,1089.9,-0.031,-0.422,,,,,,,,,0.0002143039918,0.00000000163037521,5885.9
39671728,3169.7,2724.2,1.1635,1092.6,-0.043,-0.405,,,,,,,,,0.000256311675,0.000000001343643909,5893.9
39702926,3171.9,2729.4,1.1621,1095.6,-0.045,-0.056,,,,,,,,,0.000237194692,-0.0000000006124882426,5901.3
39734190,3173.1,2732.3,1.1613,1097.4,-0.027,0.589,,,,,,,,,0.0001311412487,-0.00000000339936673,5905.4
39765396,3172.2,2730.6,1.1617,1097.1,0.013,1.262,,,,,,,,,-0.00008331731077,-0.000000006859600803,5902.8
39796609,3168.3,2722.6,1.1637,1095.1,0.063,1.615,,,,,,,,,-0.0003812514017,-0.000000009547333554,5890.9
39827820,3161,2708.5,1.1671,1092.5,0.108,1.433,,,,,,,,,-0.0006856556983,-0.000000009752484434,5869.5
39859092,3150.7,2690.1,1.1712,1090.8,0.133,0.811,,,,,,,,,-0.0009177539013,-0.00000000743642315,5840.8
39890305,3138.9,2670.3,1.1755,1090.9,0.137,0.117,,,,,,,,,-0.00101239868,-0.000000003026502263,5809.2
39921503,3128,2652.2,1.1794,1092.5,0.124,-0.41,,,,,,,,,-0.0009295467658,0.000000002654404069,5780.2
39952722,3120,2638.2,1.1826,1094.6,0.104,-0.658,,,,,,,,,-0.0007046990615,0.000000007207119186,5758.2
39983979,3116.3,2629.4,1.1852,1096,0.082,-0.685,,,,,,,,,-0.0003999104201,0.000000009762921343,5745.7
40015185,3117,2625.5,1.1872,1095.7,0.064,-0.588,,,,,,,,,-0.0001025443825,0.00000000951358216,5742.5
40046397,3120.8,2625.5,1.1887,1093.9,0.047,-0.53,,,,,,,,,0.0001217480456,0.000000007187477668,5746.3
40077622,3126.2,2628.2,1.1895,1091.7,0.026,-0.681,,,,,,,,,0.000259407526,0.0000000044104665,5754.4
40108873,3131.3,2633,1.1892,1090.2,-0.008,-1.085,,,,,,,,,0.0003167898627,0.000000001837704938,5764.3
40140092,3134.8,2639.8,1.1875,1090.2,-0.055,-1.502,,,,,,,,,0.0003299272879,0.0000000004203841524,5774.6
40171305,3136.3,2648.1,1.1843,1091.3,-0.102,-1.519,,,,,,,,,0.0003139717425,-0.0000000005110844462,5784.4
40202503,3136.4,2657.3,1.1803,1092.7,-0.13,-0.904,,,,,,,,,0.0002980960318,-0.0000000005086249558,5793.7
40233714,3136.3,2666.2,1.1763,1093.1,-0.126,0.137,,,,,,,,,0.0002819518759,-0.0000000005174740642,5802.5
40264979,3137.1,2673.5,1.1734,1092.1,-0.095,1.008,,,,,,,,,0.0002590756437,-0.0000000007329541588,5810.6
40296185,3138.4,2678.5,1.1717,1090,-0.054,1.3,,,,,,,,,0.000201884253,-0.000000001829246463,5816.9
40327397,3139.7,2680.9,1.1711,1087.9,-0.018,1.151,,,,,,,,,0.0001185441497,-0.000000002670643573,5820.6
40358662,3140.7,2681.3,1.1713,1087.1,0.007,0.795,,,,,,,,,0.00004477850632,-0.000000002363374451,5822
40389873,3141.8,2681.1,1.1719,1088.4,0.017,0.311,,,,,,,,,0.00002883598731,-0.0000000005099158485,5822.9
40421045,3143.7,2682,1.1722,1091.4,0.01,-0.222,,,,,,,,,0.00008982420121,0.000000001954061513,5825.7
40452290,3146.6,2685,1.1719,1095,-0.008,-0.549,,,,,,,,,0.0001888302128,0.000000003176119968,5831.6
40483516,3150.5,2689.9,1.1713,1097.3,-0.021,-0.441,,,,,,,,,0.000281816435,0.000000002976035276,5840.4
40514781,3155.4,2695.3,1.1707,1097.5,-0.019,0.09,,,,,,,,,0.0003294418679,0.000000001525185194,5850.7
40545966,3160.3,2699.2,1.1708,1095.6,0.005,0.749,,,,,,,,,0.0002821869489,-0.000000001511431922,5859.5
40577184,3164,2699.3,1.1721,1092.8,0.042,1.187,,,,,,,,,0.000121724646,-0.000000005145496322,5863.3
40608450,3164.9,2694.4,1.1746,1090.7,0.08,1.22,,,,,,,,,-0.0001279344975,-0.000000007997281811,5859.3
40639622,3162.4,2684.5,1.178,1090.6,0.108,0.891,,,,,,,,,-0.0003977928911,-0.000000008631049495,5846.9
40670873,3156.6,2671.3,1.1817,1092.4,0.117,0.308,,,,,,,,,-0.0006079805446,-0.00000000674283503,5827.9
40702045,3148.4,2656.5,1.1851,1094.9,0.111,-0.203,,,,,,,,,-0.0007378416528,-0.000000004155422487,5804.9
40733344,3138.9,2642.2,1.188,1096.5,0.091,-0.628,,,,,,,,,-0.0007604076808,-0.0000000007239197995,5781.1
40764516,3129.4,2630,1.1899,1096.2,0.061,-0.989,,,,,,,,,-0.0006961375593,0.000000002053424116,5759.4
40795767,3121.1,2621.6,1.1905,1094.1,0.02,-1.284,,,,,,,,,-0.0005343828997,0.000000005189101104,5742.7
40826993,3115.3,2617.9,1.19,1091.5,-0.017,-1.197,,,,,,,,,-0.0003042336514,0.00000000736454028,5733.2
40858199,3113.3,2618.9,1.1888,1089.7,-0.038,-0.686,,,,,,,,,-0.00003204511953,0.000000008716727468,5732.2
40889450,3115.6,2623.4,1.1876,1089.7,-0.038,0.017,,,,,,,,,0.000217593037,0.000000007999684566,5739
40920662,3121.4,2629.6,1.187,1091.3,-0.02,0.585,,,,,,,,,0.0003844675125,0.000000005339812341,5751
40951873,3128.5,2635.2,1.1872,1093,0.006,0.828,,,,,,,,,0.000406907821,0.0000000007189641313,5763.7
40983092,3134.8,2638.5,1.1881,1093.3,0.029,0.718,,,,,,,,,0.000307505045,-0.00000000318486354,5773.3
41014344,3138,2638.5,1.1893,1091.3,0.039,0.34,,,,,,,,,0.0001023934468,-0.00000000657008867,5776.5
41045569,3137.2,2635.5,1.1904,1087.5,0.033,-0.204,,,,,,,,,-0.0001216973579,-0.000000007170446842,5772.7
41076767,3132.7,2631,1.1907,1083.6,0.01,-0.736,,,,,,,,,-0.0002884800308,-0.000000005341318587,5763.7
41107993,3126.1,2626.9,1.19,1081.6,-0.02,-0.962,,,,,,,,,-0.0003426631653,-0.000000001736750258,5753
41139238,3119.5,2624.4,1.1887,1082.6,-0.043,-0.745,,,,,,,,,-0.0002912465995,0.000000001646594692,5743.9
41170450,3114.7,2623.8,1.1871,1085.9,-0.051,-0.24,,,,,,,,,-0.0001730103806,0.000000003784164469,5738.5
41201661,3112.6,2624.9,1.1858,1089.8,-0.043,0.26,,,,,,,,,-0.0000320399859,0.000000004516544749,5737.5
41232926,3113.4,2627.6,1.1849,1092.4,-0.028,0.468,,,,,,,,,0.0001119462658,0.000000004613317474,5741
41264123,3117.2,2632.1,1.1843,1092.7,-0.019,0.298,,,,,,,,,0.0002660512229,0.00000000492899271,5749.3
41295346,3123.8,2639,1.1837,1091,-0.02,-0.037,,,,,,,,,0.0004323735708,0.000000005331357114,5762.8
41326556,3132.2,2648.1,1.1828,1089.1,-0.028,-0.263,,,,,,,,,0.0005607177187,0.000000004110564261,5780.3
