us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
312248601,15,46,0.3257,1.4,2.764,-218.634,61,0.0001891146868,0.0002532213603,1.338983051,0.001494006026,0.00000004788787826,-0.000000002425089888,0.01100358997,0.0004423360472,-0.000000005897812681,61,,
312279866,15.5,47.2,0.3275,5,0.057,-86.579,62.7,0.00001599232368,0.00003838157684,2.4,0.00001919078842,0.0000000006138106004,-0.000000005549149406,0.001330561331,0.00005437390053,-0.00000001243548133,62.7,,
312311038,11,43.3,0.2545,6.1,-2.342,-76.939,54.3,-0.0001443603234,-0.0001251122803,0.8666666667,0.0005630052611,0.00000001806124923,-0.000000005128822871,-0.008190042346,-0.0002694726036,-0.00000001035811624,54.3,,
312342282,3.2,36.4,0.24698,4.3,-5.339,-95.922,39.6,-0.0002496479324,-0.0002208424017,0.8846153846,0.001722570734,0.00000005513284898,-0.000000003377634064,-0.01151645116,-0.0004704903341,-0.00000000644866324,39.6,,
312467178,-35.6,-5.2,1.61454,0.1,308.065,11858.402,-40.8,-0.0003106584678,-0.0003330771202,1.072164948,0.01292339226,0.0000001034732278,-0.000000001952712055,-0.002414809121,-0.000643735588,-0.000000005544912747,-40.8,,
312498403,-48.8,-23.2,0.63978,3.1,-153.806,-14791.717,-72,-0.0004227381906,-0.0005764611689,1.363636364,0.00760928743,0.0000002436921515,-0.0000000008973844055,-0.03032954363,-0.0009991993595,-0.000000002846078109,-72,,
312529654,-64.1,-42.9,0.50264,4.9,-19.605,4294.314,-107,-0.0004895843333,-0.0006303798278,1.287581699,0.009644811366,0.0000003086240877,-0.000000002140789199,-0.0517657035,-0.001119964161,-0.000000003867567707,-107,,
312560829,-79.8,-60.9,0.46574,4.1,-5.918,439.032,-140.7,-0.0005036086608,-0.0005773857257,1.146496815,0.009064955894,0.0000002907764521,-0.0000000004487641191,-0.06768019246,-0.001080994387,0.000000001246992884,-140.7,,
312592038,-93.2,-74.2,0.45494,1,-1.731,134.158,-167.4,-0.0004293633247,-0.0004261591208,0.9925373134,0.005710532218,0.0000001829770969,0.000000002381566515,-0.06586625653,-0.0008555224454,0.000000007232460019,-167.4,,
312623284,-102.2,-82.1,0.4526,-2.9,-0.374,43.417,-184.3,-0.0002880368687,-0.0002528323625,0.8777777778,0.002275491263,0.00000007282504202,0.000000004528387836,-0.04721180311,-0.0005408692313,0.00000001008213061,-184.3,,
312654495,-106.2,-86.3,0.44966,-5.6,-0.469,-3.043,-192.5,-0.0001281599436,-0.0001345679408,1.05,0.0005382717632,0.0000000172462197,0.000000005116716543,-0.02481304668,-0.0002627278844,0.000000008901662512,-192.5,,
312685721,-105.9,-89,0.44162,-6,-1.29,-26.279,-194.9,0.000009607378467,-0.0000864664062,-9,-0.00002593992186,-0.000000000830715489,0.000000004414063057,-0.008327675655,-0.00007685902773,0.000000005955235547,-194.9,,
312716985,-103.1,-91.5,0.42886,-4.1,-2.038,-23.94,-194.6,0.00008955987718,-0.00007996417605,-0.8928571429,-0.0002238996929,-0.000000007161581785,0.000000002560446381,-0.0002734774821,0.000009595701126,0.000000002768677668,-194.6,,
312748178,-99,-93.4,0.41558,-1.5,-2.128,-2.885,-192.4,0.0001314397461,-0.00006091110185,-0.4634146341,-0.0002497355176,-0.000000008006139762,0.000000001339555685,0.005996537685,0.00007052864425,0.000000001948981036,-192.4,,
312779403,-94.7,-93.3,0.40648,0.2,-1.458,21.465,-188,0.0001377101681,0.00000320256205,0.02325581395,0.00001377101681,0.0000000004410253583,0.000000000201020166,0.01316541233,0.0001409127302,0.000000002256406435,-188,,
312810601,-90.6,-90,0.40492,0.1,-0.25,38.727,-180.6,0.0001314186807,0.0001057760113,0.8048780488,0.0004336816463,0.00000001390094385,-0.0000000002014887894,0.02184466953,0.000237194692,0.000000003083489569,-180.6,,
312841826,-87.3,-83.4,0.41292,-1.8,1.281,49.018,-170.7,0.0001056845476,0.0002113690953,2,0.0006975180144,0.00000002233844722,-0.0000000008248648326,0.02796413131,0.0003170536429,0.000000002559745847,-170.7,,
312873085,-84.9,-74.6,0.43132,-4.2,2.942,53.146,-159.5,0.00007677788797,0.0002815189226,3.666666667,0.0006756454141,0.0000000216144283,-0.0000000009257537124,0.03030423238,0.0003582968105,0.000000001320838034,-159.5,,
312904297,-82.9,-64.7,0.45978,-5.8,4.559,51.792,-147.6,0.00006407791875,0.0003171856978,4.95,0.0006343713956,0.00000002032459937,-0.0000000004062820058,0.03107490709,0.0003812636166,0.0000000007347261921,-147.6,,
312935509,-80.4,-54.8,0.49714,-5.6,5.985,45.707,-135.2,0.00008009739844,0.0003171856978,3.96,0.0007929642445,0.00000002540574922,0.0000000005132474589,0.03068403178,0.0003972830962,0.0000000005132474589,-135.2,,
312966760,-76.9,-45.5,0.5418,-3.9,7.147,37.182,-122.4,0.0001119964161,0.0002975904771,2.657142857,0.00104156667,0.00000003332906691,0.000000001022011331,0.02902211129,0.0004095868932,0.0000000003942008514,-122.4,,
312997985,-72.9,-37.6,0.59146,-1.5,7.951,25.742,-110.5,0.000128102482,0.0002530024019,1.975,0.001012009608,0.00000003241023563,0.0000000005153776158,0.02427253803,0.0003811048839,-0.0000000009113951333,-110.5,,
313029178,-69.3,-31.6,0.64148,0.3,8.019,2.176,-100.9,0.0001154105088,0.0001923508479,1.666666667,0.0006924630526,0.00000002219930922,-0.0000000004064683176,0.01766934889,0.0003077613567,-0.000000002348871968,-100.9,,
313060390,-67.1,-28,0.6832,0.5,6.683,-42.797,-95.1,0.00007048571062,0.0001153402537,1.636363636,0.0002537485582,0.000000008129839749,-0.000000001440220503,0.009966679482,0.0001858259644,-0.000000003909062685,-95.1,,
313091615,-66.4,-26.2,0.71066,-0.8,4.398,-73.189,-92.6,0.00002241793435,0.00005764611689,2.571428571,0.00004035228183,0.000000001292306864,-0.000000001540041531,0.004455404323,0.00008006405124,-0.000000003388501638,-92.6,,
313122826,-65.7,-24.6,0.73684,-2.5,4.193,-6.56,-90.3,0.00002242799013,0.00005126397744,2.285714286,0.00003588478421,0.00000000114974798,0,0.00395565666,0.00007369196758,-0.0000000002040699332,-90.3,,
313154038,-62.5,-20.8,0.80384,-3.5,10.733,209.551,-83.3,0.00010252467,0.0001217480456,1.1875,0.000389593746,0.0000000124821782,0.000000002566296494,0.01013135973,0.0002242727156,0.000000004824605045,-83.3,,
313185282,-54.6,-12.7,1.06488,-2.8,41.775,993.509,-67.3,0.0002528485469,0.000259249776,1.025316456,0.00204807323,0.00000006555092914,0.000000004816220586,0.01941428754,0.0005120983229,0.000000009221632938,-67.3,,
313310178,13.9,43.8,0.3166,4,13.977,-956.31,57.7,0.0005484563157,0.0004523763771,0.8248175182,0.03098778183,0.0000002481086811,0.000000009461265162,0.01042659493,0.001000832693,0.0000000156425032,57.7,,
313341403,26,52.1,0.31594,1.7,5.861,-259.926,78.1,0.000387510008,0.0002658126501,0.6859504132,0.003216333066,0.0000001030050622,-0.000000001288642612,0.02388406725,0.0006533226581,-0.00000000278239523,78.1,,
313372656,30.6,55.6,0.33868,-1.5,1.651,-134.71,86.2,0.0001471858702,0.000111989249,0.7608695652,0.0005151505455,0.00000001648323507,-0.000000007696529635,0.01109525486,0.0002591751192,-0.0000000126228195,86.2,,
313403879,27.3,54.6,0.3406,-3.7,-1.68,-106.66,81.9,-0.0001056913173,-0.00003202767191,0.303030303,0.0001056913173,0.000000003385046834,-0.000000008091293234,-0.006750792685,-0.0001377189892,-0.00000001269939233,81.9,,
313435085,16.8,49.8,0.3364,-3.8,-5.203,-112.895,66.6,-0.000336473755,-0.0001538165737,0.4571428571,0.001615074024,0.00000005175524015,-0.000000007391424198,-0.02095558546,-0.0004902903288,-0.00000001129203919,66.6,,
313466284,0.9,41.4,0.2614,-1.7,-10.114,-157.412,42.3,-0.000509631719,-0.0002692393987,0.5283018868,0.004280906439,0.0000001372129376,-0.000000005548867651,-0.02562197506,-0.0007788711177,-0.000000009247605873,42.3,,
313559985,-60.5,-5.4,2.52122,2.5,455.623,16948.791,-65.9,-0.0006552758242,-0.0004994610516,0.7622149837,0.03066690857,0.0000003272847523,-0.000000004668229918,-0.003884270179,-0.001154736876,-0.00000001204736556,-65.9,,
313591191,-80.6,-25.5,0.89678,-0.1,-260.911,-22961.422,-106.1,-0.0006441069025,-0.0006441069025,1,0.01294654874,0.0000004148737019,0.0000000001191974648,-0.05539319362,-0.001288213805,-0.00000000142449845,-106.1,,
313622403,-98.3,-45,0.70606,-3.4,-31.188,7360.1,-143.3,-0.0005670895809,-0.0006247597078,1.101694915,0.01105824683,0.0000003542947209,0.000000002468029276,-0.07587466359,-0.001191849289,0.000000003088012443,-143.3,,
313653668,-112,-62.3,0.62854,-5.4,-12.397,601.016,-174.3,-0.000438189669,-0.0005533343995,1.262773723,0.007580681273,0.0000002424654173,0.000000004129819043,-0.08169198785,-0.0009915240684,0.000000006418211595,-174.3,,
313684879,-120,-76.8,0.58164,-4.7,-7.513,156.476,-196.8,-0.0002563198872,-0.0004645797956,1.8125,0.003716638365,0.0000001190810408,0.000000005817040836,-0.07171830444,-0.0007208996828,0.000000008655825544,-196.8,,
313716085,-122,-88.5,0.54478,-1.9,-5.907,51.48,-210.5,-0.00006409023906,-0.0003749278985,5.85,0.000749855797,0.00000002402921864,0.000000006159035217,-0.05066333397,-0.0004390181375,0.000000009031480736,-210.5,,
313747337,-119,-97.6,0.51294,1.5,-5.095,25.984,-216.6,0.00009599385639,-0.0002911813644,-3.033333333,-0.0008735440932,-0.00000002795162208,0.000000005129913973,-0.02615512607,-0.000195187508,0.000000007813581668,-216.6,,
313778519,-113.4,-104.2,0.48674,3.2,-4.2,28.689,-217.6,0.0001795907896,-0.0002116605734,-1.178571429,-0.001185299211,-0.0000000380122895,0.000000002674930666,-0.006474247964,-0.00003206978385,0.000000005219433129,-217.6,,
313809774,-107.8,-108.2,0.46852,2.2,-2.916,41.091,-216,0.0001791713326,-0.0001279795233,-0.7142857143,-0.0007166853303,-0.00000002293026173,0,0.004873460246,0.00005119180931,0.000000002670181296,-216,,
313840985,-104,-108.9,0.46014,-1,-1.342,50.41,-212.9,0.0001217519464,-0.00002242799013,-0.1842105263,-0.0000852263625,-0.000000002730651453,-0.000000001837126417,0.01084104963,0.0000993239563,0.000000001539982306,-212.9,,
313872191,-102,-105.6,0.46218,-4.7,0.327,53.486,-207.6,0.00006409023906,0.0001057488944,1.65,0.0002114977889,0.000000006777471925,-0.000000001847480291,0.01776581427,0.0001698391335,0.000000002259305283,-207.6,,
313903793,-100.4,-98,0.47404,-6.8,1.877,49.061,-198.4,0.00005062970698,0.0002404911082,4.75,0.0003847857731,0.00000001217599434,-0.0000000004313443593,0.02949180432,0.0002911208151,0.000000003886485985,-198.4,,
313934668,-97.5,-86.6,0.4944,-6.1,3.296,45.953,-184.1,0.00009392712551,0.0003692307692,3.931034483,0.001070769231,0.0000000346807848,0.000000001370084758,0.0452048583,0.0004631578947,0.000000005443866831,-184.1,,
313965879,-92.6,-73.4,0.52152,-3.2,4.345,33.599,-166,0.0001569959309,0.0004229278139,2.693877551,0.002072346288,0.00000006639794586,0.000000002042714345,0.05275896319,0.0005799237448,0.000000003781889882,-166,,
313997116,-85.5,-60,0.55428,0.1,5.244,28.8,-145.5,0.0002272945545,0.000428978455,1.887323944,0.003045747031,0.00000009750446684,0.00000000225236691,0.05336107821,0.0006562730096,0.000000002446229366,-145.5,,
314028350,-77,-47.4,0.5944,1.7,6.423,37.751,-124.4,0.0002721393353,0.0004034065442,1.482352941,0.003428955625,0.0000001097827888,0.000000001435630208,0.04739066402,0.0006755458795,0.0000000006169885046,-124.4,,
314059562,-67.5,-35.4,0.65068,0.7,9.015,83.03,-102.9,0.0003043701141,0.0003844675125,1.263157895,0.003652441369,0.0000001170204206,0.000000001031913259,0.0403787005,0.0006888376266,0.0000000004255537896,-102.9,,
314090774,-57.3,-23.7,0.75252,-2.3,16.314,233.861,-81,0.0003267973856,0.0003748558247,1.147058824,0.003823529412,0.0000001225019035,0.0000000007185464425,0.03304786621,0.0007016532103,0.0000000004105979671,-81,,
314122013,-46.5,-12,1.04354,-5.4,46.579,968.827,-58.5,0.000345721694,0.0003745318352,1.083333333,0.00404494382,0.0000001294837805,0.0000000006063151485,0.02560933449,0.0007202535292,0.0000000005959348628,-58.5,,
314153244,-35.4,-0.3,26.02588,-6.8,3999.608,126573.883,-35.7,0.000355416093,0.0003746277737,1.054054054,0.004158368288,0.0000001331487396,0.0000000003103300025,0.0175268163,0.0007300438667,0.0000000003134011149,-35.7,,
314309350,3.5,50.2,0.28314,1.5,2.319,-107.554,53.7,0.0002491896532,0.0003234981359,1.298200514,0.01258407749,0.00000008061238829,-0.000000003401314073,0.001193547974,0.0005726877891,-0.000000005038457866,53.7,,
314340548,5.9,56.9,0.28998,-1.1,1.096,-39.18,62.8,0.00007692800821,0.0002147573562,2.791666667,0.000515417655,0.00000001652085566,-0.000000001103491506,0.005128854414,0.0002916853644,-0.000000001800074466,62.8,,
314371760,8.2,62.6,0.29524,-3.7,0.844,-8.09,70.8,0.00007368960656,0.0001826220684,2.47826087,0.0004200307574,0.00000001345734837,-0.0000000001038015784,0.005690439575,0.000256311675,-0.00000000113384478,70.8,,
314402984,10.3,67,0.29972,-4.5,0.718,-4.01,77.3,0.00006725595696,0.0001409172431,2.095238095,0.0002959262106,0.000000009477524039,-0.0000000002061274383,0.00566167051,0.0002081732001,-0.000000001542306641,77.3,,
314434231,10.7,68.4,0.30028,-3.2,0.088,-20.18,79.1,0.00001280122892,0.00004480430121,3.5,0.00001792172049,0.0000000005735501163,-0.000000001744002307,0.00133708836,0.00005760553013,-0.000000004822177491,79.1,,
314465443,7.1,64.3,0.29116,-0.7,-1.459,-49.566,71.4,-0.0001153402537,-0.0001313597334,1.138888889,0.0004728950404,0.00000001515106499,-0.000000004100921134,-0.008821927464,-0.0002466999872,-0.00000000973871147,71.4,,
314590337,-55.9,-29.9,0.64376,-3.1,616.539,36997.629,-85.8,-0.0005044277547,-0.0007542395952,1.495238095,0.0475170945,0.0000003804593855,-0.00000001246595864,-0.0170379682,-0.00125866735,-0.00000003242238122,-85.8,,
314621548,-74.6,-59.1,0.52146,-5.6,-19.591,-20381.596,-133.7,-0.0005991477364,-0.0009355675884,1.561497326,0.0174951139,0.0000005605432028,-0.0000000007584029788,-0.08770785941,-0.001534715325,-0.000000002210258097,-133.7,,
314652764,-89.7,-81,0.49068,-6.1,-4.931,469.629,-170.7,-0.0004837262942,-0.0007015633009,1.450331126,0.01059360584,0.0000003393646157,0.00000000369810138,-0.09151845208,-0.001185289595,0.00000001119559545,-170.7,,
314683985,-100,-94.1,0.48184,-4.2,-1.415,112.624,-194.1,-0.0003299061529,-0.0004195893789,1.27184466,0.004321770603,0.0000001384251178,0.000000004927605757,-0.06868133628,-0.0007494955319,0.00000001396059916,-194.1,,
314715231,-105.1,-100,0.47932,-1,-0.402,32.408,-205.1,-0.0001632208923,-0.0001888241695,1.156862745,0.0009630032644,0.00000003082004943,0.000000005338882824,-0.03520450618,-0.0003520450618,0.00000001273022869,-205.1,,
314746443,-105.6,-101.8,0.4766,2,-0.438,-1.134,-207.4,-0.00001601947969,-0.00005767012687,3.6,0.00002883506344,0.000000000923845426,0.000000004711048217,-0.007691913367,-0.00007368960656,0.000000008908514857,-207.4,,
314777654,-103.1,-101.7,0.47186,3.1,-0.758,-10.273,-204.8,0.00008009996476,0.00000320399859,0.04,0.000008009996476,0.0000000002566401742,0.000000003079566976,0.008484508667,0.00008330396335,0.000000005029910608,-204.8,,
314808879,-98.8,-100.1,0.4666,1.9,-0.842,-2.681,-198.9,0.0001377101681,0.00005124099279,0.3720930233,0.000220336269,0.000000007056405733,0.000000001845830104,0.01906773419,0.0001889511609,0.000000003384934721,-198.9,,
314840138,-93.6,-96.6,0.46304,-1.1,-0.569,8.737,-190.2,0.0001663520906,0.0001119677533,0.6730769231,0.0005822323171,0.00000001862606984,0.0000000009172753391,0.02713202598,0.0002783198439,0.000000002862087525,-190.2,,
314871350,-87.5,-90.5,0.46234,-4.2,-0.114,14.578,-178,0.0001954376522,0.0001954376522,1,0.001192169678,0.00000003819587589,0.0000000009304699954,0.03598007177,0.0003908753044,0.000000003600737723,-178,,
314902548,-80.4,-82.5,0.46418,-5.9,0.294,13.069,-162.9,0.0002275786909,0.000256426694,1.126760563,0.001820629528,0.00000005835725135,0.000000001029765435,0.04121257773,0.000484005385,0.000000002983790869,-162.9,,
314933788,-73,-73.8,0.46688,-5.4,0.434,4.492,-146.8,0.0002368758003,0.0002784891165,1.175675676,0.002060819462,0.00000006596733234,0.0000000002980033757,0.03987195903,0.0005153649168,0.000000001005177634,-146.8,,
314965025,-65.8,-66.2,0.468,-3.3,0.177,-8.225,-132,0.0002304958863,0.0002433012133,1.055555556,0.001751768736,0.0000000560799288,-0.0000000002042225982,0.03301981624,0.0004737970996,-0.00000000133059594,-132,,
314996231,-59.8,-60.6,0.46654,-0.9,-0.232,-13.119,-120.4,0.0001922707172,0.0001794526694,0.9333333333,0.001076716016,0.00000003450349344,-0.000000001223714477,0.0234595911,0.0003717233865,-0.000000003267718189,-120.4,,
315027443,-55.4,-56.4,0.46564,0.1,-0.144,2.826,-111.8,0.0001409714212,0.0001345636294,0.9545454545,0.0005920799692,0.00000001896962608,-0.00000000164389207,0.01599769319,0.0002755350506,-0.000000003082366721,-111.8,,
315058668,-52.7,-52.2,0.47112,-0.8,0.876,32.655,-104.9,0.00008646917534,0.0001345076061,1.555555556,0.0003631705364,0.00000001163076178,-0.000000001746195242,0.01196541233,0.0002209767814,-0.00000000174799017,-104.9,,
315089919,-51.2,-46.6,0.48906,-3.1,2.87,63.818,-97.8,0.00004799846405,0.0001791942658,3.733333333,0.0002687913987,0.000000008601049524,-0.0000000012320484,0.01168026623,0.0002271927298,0.0000000001990696047,-97.8,,
315121125,-50.6,-39.1,0.52802,-5.5,6.242,108.051,-89.7,0.00001922707172,0.0002403383965,12.5,0.0001442030379,0.000000004621003585,-0.0000000009206550937,0.0130571044,0.0002595654682,0.000000001035894478,-89.7,,
315152389,-50.7,-30,0.60682,-6.5,12.604,203.481,-80.7,-0.000003198567042,0.0002910696008,-91,-0.00002910696008,-0.0000000009310056321,-0.0000000007186322745,0.01463216479,0.0002878710338,0.0000000009070552329,-80.7,,
315183601,-51,-20,0.77818,-5.2,27.451,475.688,-71,-0.000009611687812,0.0003203895937,-33.33333333,-0.00009611687812,-0.000000003079484753,-0.0000000002051279673,0.01605151865,0.0003107779059,0.0000000007326916632,-71,,
315214826,-50.2,-9.8,1.29308,-2.3,82.451,1761.425,-60,0.0000256204964,0.0003266613291,12.75,0.0002613290633,0.000000008369225404,0.000000001128802519,0.01691080865,0.0003522818255,0.000000001329742392,-60,,
315620718,-64.3,-1.6,8.2339,-5.4,1366.092,45747.121,-65.9,-0.00003473830477,0.00002020241838,-0.5815602837,-0.0002848540991,-0.0000000007017977667,-0.00000000193302806,0.0009585801149,-0.00001453588639,-0.00000001174756483,-65.9,,
315651934,-80.6,-19.2,1.10828,-7,-1141.34,-80325.203,-99.8,-0.0005221681189,-0.000563813429,1.079754601,0.009190158893,0.0000002944053976,-0.000000001200885492,-0.04627883137,-0.001085981548,-0.000000002639730917,-99.8,,
315683191,-94.4,-35.7,0.79742,-5.7,-49.728,34923.742,-130.1,-0.0004415011038,-0.0005278817545,1.195652174,0.007284768212,0.0000002330603773,0.000000002584156047,-0.05830885882,-0.0009693828582,0.000000003735221991,-130.1,,
315714390,-104.6,-51.1,0.67804,-2.4,-19.131,980.726,-155.7,-0.0003269335556,-0.0004936055643,1.509803922,0.005034776756,0.0000001613762222,0.000000003665340506,-0.06330266996,-0.0008205391198,0.000000004761932956,-155.7,,
315745615,-111,-65.1,0.60988,0.7,-10.913,263.164,-176.1,-0.0002049639712,-0.0004483586869,2.1875,0.002869495596,0.00000009189737699,0.000000003909406852,-0.06024147318,-0.0006533226581,0.000000005359673763,-176.1,,
315776866,-114.6,-77.3,0.56584,1.5,-7.048,123.692,-191.9,-0.0001151963137,-0.0003903875076,3.388888889,0.001405395027,0.0000000449712018,0.000000002874864931,-0.05223768839,-0.0005055838213,0.00000000473142792,-191.9,,
315808038,-116.7,-87,0.53738,-0.7,-4.565,79.654,-203.7,-0.0000673681509,-0.000311176697,4.619047619,0.0006534710638,0.00000002096339868,0.000000001530452236,-0.04152187861,-0.0003785448479,0.000000004065117064,-203.7,,
315839297,-117.8,-93.9,0.51984,-4.7,-2.804,56.332,-211.7,-0.00003518986532,-0.0002207364279,6.272727273,0.0002428100707,0.000000007767685169,0.000000001032281714,-0.02906426949,-0.0002559262932,0.000000003933612046,-211.7,,
315870483,-117,-97.5,0.5091,-8.1,-1.724,34.632,-214.5,0.00002565253639,-0.0001154364138,-4.5,-0.00009234913102,-0.000000002961236806,0.000000001946396293,-0.01109728724,-0.00008978387738,0.000000005315026579,-214.5,,
315901721,-113.2,-97.6,0.50108,-9.1,-1.282,14.148,-210.8,0.0001216467123,-0.000003201229272,-0.02631578947,-0.00001216467123,-0.0000000003894190164,0.000000003078117615,0.0114981753,0.0001184454831,0.000000006677014059,-210.8,,
315932932,-105.5,-94.5,0.49242,-7,-1.387,-3.363,-200,0.0002467078914,0.0000993239563,0.4025974026,0.0007647944635,0.00000002450400383,0.000000004003495074,0.03455736759,0.0003460318477,0.000000007285561325,-200,,
315964178,-94.3,-89,0.48104,-3.2,-1.822,-13.912,-183.3,0.0003584458811,0.0001760225309,0.4910714286,0.001971452346,0.00000006309455117,0.000000003580083612,0.05047206042,0.000534468412,0.000000006037504861,-183.3,,
315995403,-81.2,-82,0.46708,0,-2.237,-13.293,-163.2,0.0004195356285,0.0002241793435,0.534351145,0.0029367494,0.00000009405122176,0.000000001955122173,0.05554203363,0.000643714972,0.000000003496337452,-163.2,,
316026615,-68.9,-74.4,0.45436,0.7,-2.035,6.473,-143.3,0.0003940792003,0.0002434960912,0.6178861789,0.002995001922,0.00000009595674492,-0.0000000008152579086,0.04909137511,0.0006375752916,-0.0000000001966270752,-143.3,,
316057826,-60.2,-66.2,0.4511,-1.6,-0.523,48.422,-126.4,0.0002787478774,0.0002627278844,0.9425287356,0.002285732594,0.0000000732348401,-0.000000003695095571,0.03655506072,0.0005414757618,-0.000000003078928931,-126.4,,
316089085,-56.6,-56.9,0.4679,-5.3,2.687,102.691,-113.5,0.000115166832,0.0002975143159,2.583333333,0.001071051537,0.00000003426378122,-0.000000005241134388,0.02446335455,0.0004126811478,-0.000000004126577614,-113.5,,
316120294,-57.2,-46.2,0.51666,-8.2,7.812,164.214,-103.4,-0.00001922522349,0.000342849819,-17.83333333,-0.0002057098914,-0.000000006591364394,-0.000000004299307574,0.01851709443,0.0003236245955,-0.000000002848989167,-103.4,,
316151509,-60.1,-34.9,0.61368,-8.4,15.543,247.678,-95,-0.00009290405254,0.0003620054461,-3.896551724,-0.001049815794,-0.00000003363177298,-0.000000002360819925,0.01746436008,0.0002691013936,-0.00000000174703457,-95,,
316182721,-63.1,-24.5,0.78506,-5.7,27.452,381.551,-87.6,-0.00009611687812,0.0003332051775,-3.466666667,-0.0009996155325,-0.00000003202664144,-0.0000000001029256955,0.01767076765,0.0002370882994,-0.00000000102556765,-87.6,,
316213972,-64.4,-16,1.07202,-1.6,45.914,590.788,-80.4,-0.00004159866884,0.0002719912963,-6.538461538,-0.0003535886852,-0.00000001131447586,0.000000001746706692,0.01649707209,0.0002303926274,-0.0000000002145223611,-80.4,,
316245195,-62.7,-9.7,1.56116,1.5,78.328,1038.142,-72.4,0.00005444704224,0.000201774333,3.705882353,0.0003430163661,0.00000001098601563,0.000000003073364407,0.01352240336,0.0002562213753,0.0000000008264934828,-72.4,,
316276390,-57.4,-4.8,2.64144,1.9,173.15,3039.636,-62.2,0.0001698990223,0.0001570764546,0.9245283019,0.0008325052092,0.00000002668713605,0.000000003697658138,0.01066420901,0.0003269754768,0.000000002266089151,-62.2,,
316307615,-48.8,-0.6,15.33308,-0.3,2032.288,59540.039,-49.4,0.0002754203363,0.0001345076061,0.488372093,0.001156765412,0.0000000370461301,0.000000003382635486,0.007885988791,0.0004099279424,0.000000002659159016,-49.4,,
316463760,6.6,29.3,0.2249,0.1,9.032,-456.175,35.9,0.0003547984245,0.0001914886804,0.5397111913,0.01060847289,0.00000006793988212,0.000000002542132531,0.00142598226,0.0005462871049,0.000000004366986792,35.9,,
316494972,8.7,30.7,0.2834,2.1,1.876,-229.251,39.4,0.00006728181469,0.00004485454312,0.6666666667,0.00009419454056,0.000000003017895058,-0.000000001841343686,0.002361591696,0.0001121363578,-0.000000002780433233,39.4,,
316526178,2.5,25.4,0.2559,2,-5.928,-250.082,27.9,-0.0001986797411,-0.0001698391335,0.8548387097,0.001053002628,0.00000003374359507,-0.00000000852113148,-0.006524065885,-0.0003685188746,-0.00000001539969346,27.9,,
316588655,-36.6,-6.2,1.4075,-2.9,222.145,8267.764,-42.8,-0.0006258303056,-0.0005057861293,0.8081841432,0.01977623766,0.0000003165362878,-0.0000000136880909,-0.004648430622,-0.001131616435,-0.00000002445355253,-42.8,,
316619847,-64.3,-28.6,0.66422,-4.8,-117.446,-10887.129,-92.9,-0.0008880482175,-0.0007181328546,0.8086642599,0.01989228007,0.0000006377366014,-0.000000004197031098,-0.0516818415,-0.001606181072,-0.000000007595829461,-92.9,,
316651038,-91.5,-51.9,0.57964,-4.8,-15.433,3270.599,-143.4,-0.0008720464236,-0.0007470103556,0.8566176471,0.02031868167,0.000000651427709,0.0000000005130095487,-0.09329197525,-0.001619056779,-0.0000000004127887641,-143.4,,
316682284,-114.5,-73.8,0.53694,-3,-6.833,275.245,-188.3,-0.0007360942201,-0.0007008897139,0.952173913,0.01612046342,0.0000005159208673,0.00000000435869974,-0.1184551623,-0.001436983934,0.000000005837351969,-188.3,,
316713548,-131.2,-93.2,0.50822,-0.2,-4.593,71.644,-224.4,-0.000534160696,-0.0006205220061,1.161676647,0.0103627175,0.0000003314584667,0.000000006462699995,-0.1208335466,-0.001154682702,0.000000009034795871,-224.4,,
316744760,-141.3,-109.2,0.48556,2.1,-3.631,30.803,-250.5,-0.0003235934897,-0.00051262335,1.584158416,0.005177495835,0.0000001658815787,0.000000006735133263,-0.1025925926,-0.0008362168397,0.00000001018634412,-250.5,,
316775985,-145.1,-120.6,0.46738,2.8,-2.909,23.121,-265.7,-0.0001216973579,-0.0003650920737,3,0.00138734988,0.00000004443074075,0.000000006468541965,-0.06626421137,-0.0004867894315,0.00000001119529053,-265.7,,
316807191,-143,-126.1,0.45344,1.8,-2.235,21.608,-269.1,0.00006729475101,-0.0001762481574,-2.619047619,-0.0003701211306,-0.00000001186057587,0.000000006052589556,-0.01708773954,-0.0001089534064,0.00000001210043315,-269.1,,
316838403,-135,-124.5,0.44346,-0.4,-1.598,20.424,-259.5,0.000256311675,0.000051262335,0.2,0.00041009868,0.00000001313913495,0.000000006057069922,0.03924131744,0.00030757401,0.00000001334767085,-259.5,,
316869660,-121.7,-115.7,0.4371,-2.4,-1.016,18.609,-237.4,0.000425504687,0.0002815369357,0.6616541353,0.003744441245,0.0000001197952857,0.000000005420768036,0.0872383786,0.0007070416227,0.00000001279852661,-237.4,,
316900879,-104.6,-101,0.43394,-3.3,-0.507,16.32,-205.6,0.0005477433614,0.0004708671002,0.8596491228,0.008051827413,0.0000002579143282,0.000000003910761572,0.1126266056,0.001018610462,0.00000000996797002,-205.6,,
