us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
389431931,0.8,7.1,2.0666,-0.3,-0.751,-175.078,,,,,,,,,,,,,
389494388,-6,-2.2,2.693,-3.7,120.576,5079.868,,,,,,,,,,,,,
389525600,-9.9,-4.4,2.2205,-1.8,-15.14,-4348.209,,,,,,,,,,,,,
389556812,-13.1,-4.1,3.1627,1.6,30.189,1452.284,,,,,,,,,,,,,
389588037,-15,-0.4,9.0484,4.2,1007.168,31288.363,,,,,,,,,,,,,
389712918,12,62.7,2.28602,-3.9,7.156,-219.276,,,,,,,,,,,,,
389744170,27.7,82,2.40918,-3.8,4.675,-79.381,,,,,,,,,,,,,
389775402,43.2,95.1,2.621,-1.1,3.743,-29.842,,,,,,,,,,,,,
389806614,56.4,100.1,2.6428,2.6,3.491,-8.08,,,,,,,,,,,,,
389837825,66,98.3,2.66448,5.3,3.472,-0.607,,,,,,,,,,,,,
389869024,72,93,2.68498,5.8,3.286,-5.963,,,,,,,,,,,,,
389900296,74.9,88,2.7005,4.1,2.483,-25.689,,,,,,,,,,,,,
389931508,75.1,85.3,2.70618,1.5,0.91,-50.394,,,,,,,,,,,,,
389962719,71.8,84.4,2.70024,-0.4,-0.951,-59.62,,,,,,,,,,,,,
389993918,64.1,82.7,2.6851,-0.4,-2.428,-47.327,,,,,,,,,,,,,
390025136,51.3,77.1,2.66324,1.4,-3.501,-34.396,,,,,,,,,,,,,
390056388,33.9,65.8,2.63314,3.9,-4.817,-42.104,,,,,,,,,,,,,
390087600,13.6,49.3,2.58526,5.5,-7.668,-91.33,,,,,,,,,,,,,
390181296,-32.8,-2.6,5.04206,-0.2,465.652,16717.592,,,,,,,,,,,,,
390212508,-33.9,-11.2,3.026,-2.7,-305.443,-24705.057,,,,,,,,,,,,,
390243707,-26.7,-14.2,2.87842,-3.4,-36.798,8610.673,,,,,,,,,,,,,
390274918,-14.1,-13.3,2.68792,-2,-26.138,341.543,,,,,,,,,,,,,
390306190,-0.3,-10.3,2.4534,0.3,-33.126,-223.437,,,,,,,,,,,,,
390431037,-1.8,-2.4,2.56908,-3.1,101.152,2873.521,,,,,,,,,,,,,
390649600,5.1,70.8,2.4352,1.1,8.089,-91.625,,,,,,,,,,,,,
390680812,21.7,84.7,2.47196,-2.2,5.89,-70.453,,,,,,,,,,,,,
390712043,38.1,98.3,2.49824,-3.9,4.206,-53.933,,,,,,,,,,,,,
390743281,52.8,109.7,2.51704,-3,3.011,-38.252,,,,,,,,,,,,,
390774494,64.5,117,2.531,0,2.235,-24.859,,,,,,,,,,,,,
390805719,71.8,118.6,2.54194,3.2,1.754,-15.419,,,,,,,,,,,,,
390836984,74.5,114.4,2.55104,4.8,1.452,-9.632,,,,,,,,,,,,,
390868177,72.7,105.3,2.5588,4,1.245,-6.637,,,,,,,,,,,,,
390899429,67.3,93.2,2.56516,1.3,1.018,-7.263,,,,,,,,,,,,,
390930653,59.2,79.9,2.56896,-1.3,0.606,-13.209,,,,,,,,,,,,,
390961865,49.1,66.9,2.56754,-2.3,-0.224,-26.606,,,,,,,,,,,,,
390993037,37.6,55,2.55758,-1.2,-1.6,-44.144,,,,,,,,,,,,,
391024283,25.7,44.4,2.53652,1.3,-3.369,-56.599,,,,,,,,,,,,,
391055547,13.9,33.8,2.50274,3.3,-5.401,-64.996,,,,,,,,,,,,,
391086772,2.8,22.2,2.44564,3.4,-9.145,-119.894,,,,,,,,,,,,,
391149177,-16.9,-5,3.3646,-2.2,134.863,5316.081,,,,,,,,,,,,,
391180402,-25.7,-17.1,2.79056,-5.2,-59.389,-6221.032,,,,,,,,,,,,,
391211653,-34.2,-24.7,2.8328,-6.3,-4.076,1769.958,,,,,,,,,,,,,
391242878,-42.2,-26.7,2.94028,-4.9,6.366,334.395,,,,,,,,,,,,,
391274115,-49.4,-23.3,3.1153,-1.9,17.174,345.994,,,,,,,,,,,,,
391305292,-55.1,-16.6,3.3095,1,38.214,674.869,,,,,,,,,,,,,
391336561,-58.1,-9.2,3.94606,2.2,96.504,1864.159,,,,,,,,,,,,,
391367759,-58,-3,6.53316,1,416.391,10253.438,,,,,,,,,,,,,
391711230,0.2,6.8,2.66558,-3.7,83.368,2534.337,,,,,,,,,,,,,
391742441,13.2,15.9,2.81302,-2.5,25.385,-1857.766,,,,,,,,,,,,,
391773666,26.7,30.6,2.82228,0.7,1.483,-765.473,,,,,,,,,,,,,
391804899,38.3,48.6,2.80528,3.7,-2.722,-134.641,,,,,,,,,,,,,
391836136,45.6,67.1,2.78346,4.8,-3.493,-24.675,,,,,,,,,,,,,
391867335,47.6,83.7,2.76132,3.2,-3.547,-1.751,,,,,,,,,,,,,
391898561,44.7,96.1,2.74062,-0.2,-3.316,7.419,,,,,,,,,,,,,
391929812,38.3,102.7,2.72232,-3.1,-2.929,12.384,,,,,,,,,,,,,
391961037,29.9,102.1,2.7062,-3.7,-2.58,11.159,,,,,,,,,,,,,
391992243,19.9,93.6,2.69006,-1.5,-2.586,-0.172,,,,,,,,,,,,,
392023465,8.1,77.5,2.66852,2.3,-3.451,-27.73,,,,,,,,,,,,,
392148349,-46.9,-8.9,3.7048,0.5,281.823,12000.687,,,,,,,,,,,,,
392179614,-58.4,-23,2.5418,-2.4,-87.772,-11821.385,,,,,,,,,,,,,
392211513,-68.3,-33.3,2.0537,-3.2,-15.301,2271.917,,,,,,,,,,,,,
392242023,-76.3,-40.8,1.8725,-1.7,-5.937,306.892,,,,,,,,,,,,,
392273283,-81.8,-46.5,1.7581,0.6,-3.661,72.831,,,,,,,,,,,,,
392304494,-84.1,-51.4,1.636,1.9,-3.912,-8.061,,,,,,,,,,,,,
392335719,-83.3,-55.8,1.4926,1,-4.592,-21.759,,,,,,,,,,,,,
392366918,-79.7,-59,1.3491,-1.6,-4.599,-0.241,,,,,,,,,,,,,
392398177,-74.2,-60,1.2368,-4.6,-3.593,32.179,,,,,,,,,,,,,
392429388,-68.2,-57.5,1.1852,-6.3,-1.655,62.117,,,,,,,,,,,,,
392460614,-63,-51.4,1.2263,-5.8,1.315,95.112,,,,,,,,,,,,,
392491825,-59.6,-42.3,1.4079,-3.4,5.819,144.3,,,,,,,,,,,,,
392523037,-57.9,-31.9,1.37468,-0.5,13.114,233.717,,,,,,,,,,,,,
392554283,-56.8,-21.4,1.5762,1.4,26.771,437.076,,,,,,,,,,,,,
392585455,-54.5,-11.6,2.02604,1.3,65.011,1226.757,,,,,,,,,,,,,
392616719,-49.8,-2.7,4.86768,-0.5,448.651,12270.981,,,,,,,,,,,,,
392991388,5.3,42.4,1.15112,0.4,5.912,-122.244,,,,,,,,,,,,,
393022614,7.7,35.8,1.1694,3.3,2.927,-95.609,,,,,,,,,,,,,
393053852,3.8,21.3,1.16234,4.9,-1.129,-129.847,,,,,,,,,,,,,
393116296,-19,-21,1.30744,1,173.369,10361.414,,,,,,,,,,,,,
393147505,-34.1,-41.7,1.2898,-2.7,-2.823,-5645.569,,,,,,,,,,,,,
393178719,-48.9,-58.1,1.29466,-5.1,0.776,115.323,,,,,,,,,,,,,
393209981,-61.7,-68.7,1.30576,-5,1.775,31.932,,,,,,,,,,,,,
393241177,-71,-73.5,0.9661,-2.7,2.208,13.893,,,,,,,,,,,,,
393272402,-76.9,-73.9,1.0403,0.2,2.378,5.441,,,,,,,,,,,,,
393303653,-80.2,-71.9,1.1152,1.8,2.395,0.54,,,,,,,,,,,,,
393334865,-82.4,-69.3,1.1879,0.8,2.331,-2.052,,,,,,,,,,,,,
393366084,-84.3,-66.9,1.2594,-2,2.29,-1.307,,,,,,,,,,,,,
393397283,-85.8,-64.3,1.3347,-5,2.413,3.95,,,,,,,,,,,,,
393428547,-85.8,-60.4,1.4203,-6.3,2.737,10.355,,,,,,,,,,,,,
393459759,-82.3,-54.1,1.5227,-4.8,3.281,17.424,,,,,,,,,,,,,
393490971,-74.1,-44.7,1.6583,-1.5,4.345,34.1,,,,,,,,,,,,,
393522177,-60.8,-32.2,1.8914,1.9,7.472,100.186,,,,,,,,,,,,,
393553402,-44.1,-17.4,1.80626,3.5,20.724,424.433,,,,,,,,,,,,,
393584622,-26.7,-2.1,3.91376,2.5,322.435,9664.026,,,,,,,,,,,,,
393678337,4,26.1,1.49678,-3.7,7.702,-759.467,,,,,,,,,,,,,
393709547,7.7,28.6,1.56716,-2,3.805,-124.882,,,,,,,,,,,,,
393740759,12.3,30.4,1.59404,1.3,4.307,16.076,,,,,,,,,,,,,
393771984,19.2,33.4,1.62816,4.5,5.463,37.022,,,,,,,,,,,,,
393803190,27.7,37.9,1.65912,5.9,4.963,-15.999,,,,,,,,,,,,,
393834441,35.3,43.2,1.67672,5,2.816,-68.711,,,,,,,,,,,,,
393865642,39.3,48,1.67712,2.6,0.062,-88.255,,,,,,,,,,,,,
393896878,38.1,51.7,1.6605,0.3,-2.659,-87.134,,,,,,,,,,,,,
393928117,31.9,54.5,1.6302,-0.5,-4.851,-70.16,,,,,,,,,,,,,
393959296,22.5,56.4,1.59292,0.9,-5.977,-36.107,,,,,,,,,,,,,
393990547,12.6,57.3,1.55706,3.4,-5.737,7.681,,,,,,,,,,,,,
394021759,4.6,57.1,1.52938,5.7,-4.436,41.663,,,,,,,,,,,,,
394209084,-30.1,-13.6,2.2195,-2.8,150.161,7014.778,,,,,,,,,,,,,
394240335,-45.8,-32.6,1.4044,-0.3,-26.082,-5639.622,,,,,,,,,,,,,
394271547,-61,-47.7,1.2784,2.5,-4.037,706.299,,,,,,,,,,,,,
394302759,-73.1,-58.1,1.257,3.9,-0.684,107.426,,,,,,,,,,,,,
394333971,-80.9,-65,1.243,3,-0.449,7.551,,,,,,,,,,,,,
394365190,-84.8,-70.2,1.2089,0.4,-1.091,-20.584,,,,,,,,,,,,,
394396441,-86.4,-74.3,1.1627,-2.5,-1.479,-12.413,,,,,,,,,,,,,
394427658,-86.6,-77.2,1.1227,-3.9,-1.28,6.374,,,,,,,,,,,,,
394458865,-85.5,-78.1,1.0948,-2.9,-0.896,12.301,,,,,,,,,,,,,
394490084,-82.4,-77.1,1.0687,-0.1,-0.835,1.974,,,,,,,,,,,,,
394521335,-76.7,-74.3,1.0318,2.6,-1.181,-11.091,,,,,,,,,,,,,
394552516,-68.7,-69.9,0.9829,3.5,-1.566,-12.348,,,,,,,,,,,,,
394583766,-58.8,-62.9,0.9348,1.7,-1.542,0.789,,,,,,,,,,,,,
394614958,-47.2,-52.3,0.9027,-1.8,-1.026,16.528,,,,,,,,,,,,,
394646190,-33.7,-37.6,0.8975,-5.1,-0.167,27.497,,,,,,,,,,,,,
394677407,-18.6,-19.8,0.9406,-6.3,1.379,49.549,,,,,,,,,,,,,
394708653,-2.9,-1,1.31264,-5,62.313,1950.14,,,,,,,,,,,,,
394739865,11.7,16.5,0.7101,-2,-69.764,-4231.634,,,,,,,,,,,,,
394771037,23.5,31.1,0.7572,0.8,1.509,2286.443,,,,,,,,,,,,,
394802283,31.5,42.3,0.7458,1.5,-0.365,-59.951,,,,,,,,,,,,,
394833508,35.5,50.4,0.7042,-0.1,-1.33,-30.916,,,,,,,,,,,,,
394864772,36.4,56.5,0.6447,-2.8,-1.906,-18.43,,,,,,,,,,,,,
394895971,36.1,61.9,0.5841,-4.6,-1.94,-1.097,,,,,,,,,,,,,
394927222,36.5,67.9,0.537,-3.9,-1.506,13.886,,,,,,,,,,,,,
394958402,38.4,75.9,0.5053,-0.8,-1.017,15.71,,,,,,,,,,,,,
394989653,41.6,86.2,0.4821,3.3,-0.743,8.763,,,,,,,,,,,,,
395020865,45.3,98,0.4618,6.3,-0.653,2.88,,,,,,,,,,,,,
395052033,48.3,109.2,0.4423,6.7,-0.625,0.906,,,,,,,,,,,,,
395083283,49.5,117.3,0.422,4.6,-0.648,-0.752,,,,,,,,,,,,,
395114508,47.3,119.4,0.3962,1.3,-0.829,-5.782,,,,,,,,,,,,,
395145759,40.2,113.2,0.3547,-1,-1.327,-15.961,,,,,,,,,,,,,
395176984,27.4,97.9,0.2796,-1.2,-2.404,-34.492,,,,,,,,,,,,,
395208177,9.7,74.2,0.31672,0.7,-4.761,-75.558,,,,,,,,,,,,,
395301865,-49.1,-16.4,0.86184,4.4,169.852,7563.567,,,,,,,,,,,,,
395333038,-64.1,-41.7,0.54618,2,-46.891,-6952.88,,,,,,,,,,,,,
395364283,-75.2,-60.8,0.47112,-0.9,-9.606,1193.3,,,,,,,,,,,,,
395395547,-82.7,-73.3,0.44928,-2.8,-3.495,195.458,,,,,,,,,,,,,
395426772,-87,-79.7,0.44198,-2.6,-1.169,74.504,,,,,,,,,,,,,
395457971,-88.6,-80.8,0.44312,-0.7,0.184,43.368,,,,,,,,,,,,,
395489177,-88.2,-77.6,0.45104,1.8,1.269,34.762,,,,,,,,,,,,,
395520441,-86.5,-71.5,0.46546,3.5,2.304,33.107,,,,,,,,,,,,,
395551653,-83.5,-63.5,0.48644,3.2,3.362,33.899,,,,,,,,,,,,,
395582878,-79.2,-54.3,0.51538,1.3,4.634,40.719,,,,,,,,,,,,,
395614084,-73.2,-43.8,0.55794,-1.2,6.821,70.079,,,,,,,,,,,,,
395645335,-65,-31.9,0.6307,-2.8,11.641,154.252,,,,,,,,,,,,,
395676561,-54.2,-19.2,0.78874,-2.3,25.305,437.577,,,,,,,,,,,,,
395707743,-41.4,-7,1.4001,0,98.032,2332.333,,,,,,,,,,,,,
396019981,0.3,34.4,0.2252,8.6,10.155,-11.983,,,,,,,,,,,,,
396051230,11.8,41.1,0.2876,7.6,8.96,-38.22,,,,,,,,,,,,,
396082455,23.8,45.2,0.33052,4.5,7.643,-42.197,,,,,,,,,,,,,
396113664,32.7,44.8,0.37264,0.7,6.491,-36.919,,,,,,,,,,,,,
396144878,34.9,38.5,0.40986,-1.5,5.708,-25.077,,,,,,,,,,,,,
396176115,28.4,26.3,0.44664,-1,5.629,-2.514,,,,,,,,,,,,,
396207335,13.1,9.5,0.50736,1.6,9.725,131.204,,,,,,,,,,,,,
396238561,-8.6,-9.3,0.41498,4.7,-14.794,-785.212,,,,,,,,,,,,,
396269759,-32.6,-27.2,0.46942,6.1,8.727,753.906,,,,,,,,,,,,,
396300984,-54.7,-42.4,0.4882,4.9,3.006,-183.225,,,,,,,,,,,,,
396332190,-71.8,-53.7,0.4974,1.7,1.475,-49.038,,,,,,,,,,,,,
396363455,-82.9,-61.4,0.50026,-1.7,0.458,-32.528,,,,,,,,,,,,,
396394666,-88.4,-65.8,0.4988,-3.3,-0.236,-22.259,,,,,,,,,,,,,
396425878,-89.5,-67.6,0.49488,-2.2,-0.628,-12.539,,,,,,,,,,,,,
396457115,-87.2,-67.2,0.48966,0.9,-0.835,-6.627,,,,,,,,,,,,,
396488349,-83,-65.5,0.48366,3.8,-0.961,-4.031,,,,,,,,,,,,,
396519547,-78.2,-63,0.47838,4.9,-0.846,3.683,,,,,,,,,,,,,
396550772,-73.9,-59.7,0.47786,3.2,-0.083,24.42,,,,,,,,,,,,,
396581971,-70,-54.2,0.4884,-0.3,1.688,56.763,,,,,,,,,,,,,
396613230,-65.1,-45,0.51948,-3.6,4.974,105.137,,,,,,,,,,,,,
396644440,-57.6,-31.4,0.59744,-4.9,12.489,240.781,,,,,,,,,,,,,
396675666,-46.8,-14.2,0.8897,-3.7,46.798,1098.727,,,,,,,,,,,,,
397019115,1.7,43.5,0.23776,6.1,12.65,-151.418,,,,,,,,,,,,,
397050335,15.3,60.4,0.2537,4.9,6.898,-184.225,,,,,,,,,,,,,
397081547,28.6,77.2,0.3701,2.1,3.729,-101.534,,,,,,,,,,,,,
397112759,40.1,91.5,0.32744,-0.6,2.182,-49.584,,,,,,,,,,,,,
397143995,49.1,102,0.35264,-1.7,1.391,-25.302,,,,,,,,,,,,,
397175230,55.4,108.2,0.37522,-0.5,0.974,-13.345,,,,,,,,,,,,,
397206441,58.8,109.8,0.40324,2.4,0.759,-6.906,,,,,,,,,,,,,
397237666,59,106.1,0.4072,5.4,0.634,-4.005,,,,,,,,,,,,,
397268918,55.3,97.1,0.41008,6.7,0.461,-5.542,,,,,,,,,,,,,
397300115,47.7,83.8,0.40992,5.5,-0.025,-15.555,,,,,,,,,,,,,
397331349,36,68.1,0.40186,2.3,-1.293,-40.599,,,,,,,,,,,,,
397362547,20.6,51.5,0.4001,-1.3,-4.129,-90.905,,,,,,,,,,,,,
397393759,2.4,34.5,0.31624,-3.3,-10.549,-205.69,,,,,,,,,,,,,
397456243,-34.7,-1.4,5.33436,-0.3,836.671,27885.457,,,,,,,,,,,,,
397487455,-49.3,-19.2,0.82722,2.3,-722.982,-49969.652,,,,,,,,,,,,,
397518666,-59.2,-34.4,0.66414,3,-27.089,22296.406,,,,,,,,,,,,,
397549918,-64,-44.8,0.6057,1.1,-9.35,567.595,,,,,,,,,,,,,
397581137,-64.5,-49.7,0.57996,-2.6,-4.121,167.513,,,,,,,,,,,,,
397612776,-62.5,-49.9,0.57086,-5.9,-1.439,84.766,,,,,,,,,,,,,
397643547,-59.9,-47.2,0.5741,-6.7,0.527,63.879,,,,,,,,,,,,,
397674812,-58,-43.1,0.58962,-4.4,2.48,62.465,,,,,,,,,,,,,
397706037,-57.2,-38.1,0.62002,-0.2,4.87,76.544,,,,,,,,,,,,,
397737243,-56.9,-32.4,0.67158,3.5,8.261,108.669,,,,,,,,,,,,,
397768441,-56.1,-25.7,0.75676,4.7,13.651,172.748,,,,,,,,,,,,,
397799706,-53.4,-18.4,0.90056,2.7,22.996,298.91,,,,,,,,,,,,,
397830931,-48.5,-11.6,1.15602,-1.1,40.909,573.684,,,,,,,,,,,,,
397862177,-41.9,-6.3,1.65636,-4.4,80.063,1253.084,,,,,,,,,,,,,
397893388,-34.9,-2.5,3.16876,-5.2,242.288,5197.672,,,,,,,,,,,,,
398174402,4.4,52.7,0.33694,0,3.488,20.869,,,,,,,,,,,,,
398205600,11.9,55.5,0.36292,3.2,4.163,21.634,,,,,,,,,,,,,
398236825,20.6,60.1,0.343,5.3,4.125,-1.207,,,,,,,,,,,,,
398268084,30,67.5,0.4446,5.3,3.248,-28.054,,,,,,,,,,,,,
398299283,39.3,77.5,0.5066,3.2,1.987,-40.435,,,,,,,,,,,,,
398330494,46.8,88.2,0.5303,0.4,0.76,-39.299,,,,,,,,,,,,,
398361719,50.4,96.6,0.5221,-1.4,-0.264,-32.807,,,,,,,,,,,,,
398392931,48.4,99.1,0.4879,-1.4,-1.094,-26.583,,,,,,,,,,,,,
398424190,40.4,93.9,0.4299,0.3,-1.855,-24.346,,,,,,,,,,,,,
398455402,27.7,81.4,0.3403,2.6,-2.872,-32.587,,,,,,,,,,,,,
398486613,12.2,63.9,0.39428,4.1,-4.777,-61.032,,,,,,,,,,,,,
398611494,-45.8,-0.7,13.93264,-2,2281.375,75542.008,,,,,,,,,,,,,
398642706,-54.1,-7.2,1.79108,-1.9,-1940.287,-135257.672,,,,,,,,,,,,,
398673971,-57.6,-8.5,1.62274,-0.2,-24.055,61290.008,,,,,,,,,,,,,
398705190,-55.7,-5.7,2.2264,2,96.684,3867.472,,,,,,,,,,,,,
398736388,-48.9,-0.8,12.82424,3.1,1698.478,51342.852,,,,,,,,,,,,,
398923759,0.7,18,0.28018,-2.6,5.215,-269.253,,,,,,,,,,,,,
398954971,2,22.6,0.28946,0.8,1.488,-119.43,,,,,,,,,,,,,
398986177,3.3,28.1,0.29546,3.1,0.961,-16.872,,,,,,,,,,,,,
399017402,5.5,33,0.30566,2.9,1.633,21.496,,,,,,,,,,,,,
399048653,8.7,35.9,0.2431,0.8,2.432,25.577,,,,,,,,,,,,,
399079865,12.2,36.2,0.3376,-1.9,3.029,19.117,,,,,,,,,,,,,
399111037,15.3,34.7,0.4424,-3.2,3.362,10.712,,,,,,,,,,,,,
399142296,17.9,32.6,0.38246,-2,3.405,1.351,,,,,,,,,,,,,
399173508,20.6,32.3,0.42104,1.2,2.909,-15.867,,,,,,,,,,,,,
399204759,24.4,35.4,0.47092,4.6,1.605,-41.755,,,,,,,,,,,,,
399235970,29.8,42.8,0.49304,6.3,0.186,-45.449,,,,,,,,,,,,,
399267177,36.5,53.6,0.48994,5.1,-0.498,-21.93,,,,,,,,,,,,,
399298388,43.8,66,0.48662,1.9,-0.533,-1.096,,,,,,,,,,,,,
399329641,50.5,77.6,0.48406,-1.5,-0.407,4.017,,,,,,,,,,,,,
399360878,55.1,86.8,0.48084,-3.1,-0.517,-3.509,,,,,,,,,,,,,
399392084,55.8,92.7,0.6016,-2,-1.058,-17.334,,,,,,,,,,,,,
399423296,51.2,94.9,0.5401,1.2,-1.972,-29.298,,,,,,,,,,,,,
399454547,41.4,93,0.4453,4.5,-3.031,-33.892,,,,,,,,,,,,,
399485758,27.6,86.7,0.46944,5.9,-4.086,-33.786,,,,,,,,,,,,,
399516984,11.9,76.4,0.43762,4.7,-5.189,-35.343,,,,,,,,,,,,,
399704301,-24.6,-12.4,0.77042,2.4,7532.253,478516.25,,,,,,,,,,,,,
399735547,-19.4,-22.5,0.52814,2.8,-35.737,-242206.672,,,,,,,,,,,,,
399766772,-15.7,-30.3,0.5172,1.1,-10.962,793.405,,,,,,,,,,,,,
399797984,-16,-36.3,0.4421,-2.1,-2.405,274.176,,,,,,,,,,,,,
399829177,-21.7,-40.7,0.5327,-5.1,2.904,170.202,,,,,,,,,,,,,
399860441,-31.9,-43.4,0.53452,-6.4,6.478,114.307,,,,,,,,,,,,,
399891653,-44.4,-44.3,0.60562,-5.1,8.59,67.67,,,,,,,,,,,,,
399922865,-55.8,-43.1,0.66722,-2,9.374,25.111,,,,,,,,,,,,,
399954115,-63.2,-40.1,0.74156,1.4,8.994,-12.166,,,,,,,,,,,,,
399985334,-64.8,-35.8,0.78848,3.4,7.515,-47.376,,,,,,,,,,,,,
400016561,-60.8,-30.9,0.81974,3.3,5.005,-80.369,,,,,,,,,,,,,
400047759,-52.8,-25.8,0.8358,1.4,2.576,-77.864,,,,,,,,,,,,,
400078983,-43.1,-20,0.85636,-0.7,3.292,22.956,,,,,,,,,,,,,
400110230,-34,-13.1,0.9469,-1.4,14.486,358.23,,,,,,,,,,,,,
400141441,-27,-4.8,1.5615,0.1,98.46,2690.512,,,,,,,,,,,,,
400453655,8.5,81.4,0.4471,8.5,4.396,-13.847,,,,,,,,,,,,,
400484868,22.7,96.2,0.4733,9,4.199,-6.328,,,,,,,,,,,,,
400516084,39.9,111.7,0.3574,6.4,3.898,-9.648,,,,,,,,,,,,,
400547335,58.1,126,0.4614,1.9,3.327,-18.268,,,,,,,,,,,,,
400578558,73.3,135.2,0.5422,-1.9,2.588,-23.665,,,,,,,,,,,,,
400609772,81.1,135.4,0.5989,-3.1,1.819,-24.645,,,,,,,,,,,,,
400640971,78.7,124.6,0.6316,-1.4,1.048,-24.687,,,,,,,,,,,,,
400672230,66.7,104.8,0.6365,1.8,0.155,-28.573,,,,,,,,,,,,,
400703455,48.4,80.4,0.6025,4.2,-1.088,-39.826,,,,,,,,,,,,,
400734666,28.5,56.2,0.5081,4.2,-3.026,-62.084,,,,,,,,,,,,,
400765865,11.2,35.6,0.53858,1.9,-6.214,-102.179,,,,,,,,,,,,,
400859561,-10.2,-0.6,3.6201,-4.2,537.434,18110.918,,,,,,,,,,,,,
400890772,-10.3,-8.8,0.65944,-2.6,-470.184,-32284.062,,,,,,,,,,,,,
400921971,-10.4,-17.3,0.6011,-0.3,-18.248,14485.577,,,,,,,,,,,,,
400953228,-11.8,-26.3,0.451,1.2,-4.802,430.179,,,,,,,,,,,,,
400984445,-14.3,-34.3,0.4161,0.9,-1.118,118.019,,,,,,,,,,,,,
401015666,-16.3,-39.1,0.4162,-1.1,0.004,35.932,,,,,,,,,,,,,
401046878,-16.8,-39.3,0.4281,-3.5,0.38,12.045,,,,,,,,,,,,,
401078084,-16,-34.7,0.4615,-4.8,1.072,22.176,,,,,,,,,,,,,
401109335,-15.1,-26.2,0.5763,-4,3.674,83.271,,,,,,,,,,,,,
401140561,-15.9,-16,0.57482,-1.4,13.31,308.594,,,,,,,,,,,,,
401171772,-19.3,-6.5,1.00244,1.9,63.375,1604.065,,,,,,,,,,,,,
401265441,-37.1,-0.4,17.53086,2.4,3232.449,-1689419.375,,,,,,,,,,,,,
401296666,-39.9,-5.7,1.86752,-0.2,-2511.818,-183963.703,,,,,,,,,,,,,
401327878,-38.8,-10.8,1.17926,-1.8,-110.257,76943.5,,,,,,,,,,,,,
401359084,-33.3,-12.9,0.9773,-1.2,-32.359,2496.254,,,,,,,,,,,,,
401390349,-24,-10.2,0.93178,1.5,-7.277,802.221,,,,,,,,,,,,,
401421547,-12.5,-2.5,1.4813,4.8,88.069,3056.183,,,,,,,,,,,,,
401484023,8.9,23.8,0.5357,5.7,15.589,5843.278,,,,,,,,,,,,,
401515230,16.9,39.3,0.4298,2.8,1.811,-441.474,,,,,,,,,,,,,
401546441,23.3,53.9,0.4314,-0.6,0.051,-56.404,,,,,,,,,,,,,
401577653,28.7,65.7,0.437,-2.5,0.18,4.129,,,,,,,,,,,,,
401608918,33.7,72.5,0.4642,-1.8,0.87,22.07,,,,,,,,,,,,,
401640136,37.6,72.7,0.5177,0.9,1.713,26.993,,,,,,,,,,,,,
401671335,38.8,65.3,0.5936,3.8,2.432,23.067,,,,,,,,,,,,,
401702600,34.7,51.1,0.6795,5,2.748,10.11,,,,,,,,,,,,,
401733825,23.9,32,0.7489,3.7,2.223,-16.817,,,,,,,,,,,,,
401765023,7.4,11.2,0.6572,0.6,-2.94,-165.488,,,,,,,,,,,,,
401796230,-11.8,-7.3,0.8575,-2.3,30.478,1070.838,,,,,,,,,,,,,
401827441,-29.8,-20.4,0.8399,-3.4,-4.858,-1132.167,,,,,,,,,,,,,
401858666,-44.6,-27.1,0.87352,-2.2,6.097,350.859,,,,,,,,,,,,,
401889918,-56.1,-28.5,0.91978,0.7,10.335,135.603,,,,,,,,,,,,,
401921136,-65.1,-27.3,1.00204,3.5,13.174,90.922,,,,,,,,,,,,,
401952355,-72.4,-26.4,1.07472,4.5,11.641,-49.09,,,,,,,,,,,,,
401983561,-77.9,-26.9,1.10376,3.3,4.655,-223.89,,,,,,,,,,,,,
402014812,-81,-28.9,1.08588,0.5,-2.861,-240.502,,,,,,,,,,,,,
402046037,-81,-31.2,1.04538,-2.3,-6.485,-116.045,,,,,,,,,,,,,
402077230,-76.9,-32.2,1.003,-3.6,-6.794,-9.893,,,,,,,,,,,,,
402108494,-68,-30.9,0.9656,-2.6,-5.983,25.939,,,,,,,,,,,,,
402139719,-54.1,-26.8,0.92952,0,-5.776,6.617,,,,,,,,,,,,,
402170918,-36.2,-20.4,0.88036,2.6,-7.879,-67.417,,,,,,,,,,,,,
402202136,-16.4,-13.3,0.77374,3.6,-17.076,-294.59,,,,,,,,,,,,,
402327037,34.7,0,480.52112,-3,77635.82,2504848,,,,,,,,,,,,,
402358283,35.5,3.5,2.56854,-1.2,-76482.203,-4932408.5,,,,,,,,,,,,,
402389494,35.4,11.3,1.15226,2.2,-226.888,2443219.25,,,,,,,,,,,,,
402420719,37,23.9,0.83518,5.1,-50.771,5640.261,,,,,,,,,,,,,
402451919,41.6,39.9,0.73434,5.8,-16.163,1109.247,,,,,,,,,,,,,
402483177,48.1,56.5,0.852,3.9,-6.107,321.693,,,,,,,,,,,,,
402514388,54.5,71.1,0.7663,0.5,-2.745,107.737,,,,,,,,,,,,,
402545613,59.3,82.8,0.7165,-2.3,-1.595,36.807,,,,,,,,,,,,,
402576825,61.8,91.2,0.6775,-2.6,-1.248,11.115,,,,,,,,,,,,,
