us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,dRed/dt,dIR/dt,,,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,dt,
35737503,3167.8,2735.6,1.158,1094.7,0.091,1.68,,,,,,,,,,,,,
35768767,3160.3,2718.3,1.1626,1097,0.147,1.803,,,,,,,,,,,,,
35799998,3153.7,2698.9,1.1685,1096.9,0.19,1.363,,,,,,,,,,,,,
35831199,3147.7,2679.3,1.1748,1094.4,0.202,0.397,,,,,,,,,,,,,
35862450,3141.7,2661.3,1.1805,1091,0.182,-0.643,,,,,,,,,,,,,
35893635,3135.4,2645.7,1.1851,1088.7,0.145,-1.184,,,,,,,,,,,,,
35924887,3129,2632.8,1.1885,1088.7,0.11,-1.135,,,,,,,,,,,,,
35956045,3123.9,2622.5,1.1912,1090.9,0.087,-0.725,,,,,,,,,,,,,
35987344,3121.1,2615.2,1.1935,1094,0.073,-0.464,,,,,,,,,,,,,
36018556,3121.4,2611.5,1.1952,1096,0.057,-0.517,,,,,,,,,,,,,
36049767,3124.6,2612.3,1.1961,1095.7,0.028,-0.912,,,,,,,,,,,,,
36080999,3129.6,2617.7,1.1956,1093.2,-0.017,-1.45,,,,,,,,,,,,,
36112238,3135.5,2627.8,1.1932,1089.9,-0.076,-1.873,,,,,,,,,,,,,
36143470,3141.3,2641.9,1.189,1087.8,-0.134,-1.881,,,,,,,,,,,,,
36174662,3146.1,2658.3,1.1835,1087.8,-0.177,-1.356,,,,,,,,,,,,,
36205926,3149.2,2674.4,1.1776,1090,-0.19,-0.423,,,,,,,,,,,,,
36237145,3150.2,2687.5,1.1721,1093.1,-0.173,0.529,,,,,,,,,,,,,
36268357,3149,2696.1,1.168,1095.5,-0.133,1.289,,,,,,,,,,,,,
36299556,3146.7,2700,1.1654,1096,-0.082,1.633,,,,,,,,,,,,,
36330767,3144.5,2700.7,1.1643,1094.7,-0.035,1.522,,,,,,,,,,,,,
36361993,3143.7,2700.1,1.1643,1092.5,-0.001,1.073,,,,,,,,,,,,,
36393231,3145,2700.2,1.1647,1091,0.014,0.492,,,,,,,,,,,,,
36424450,3148.4,2702.2,1.1651,1090.9,0.012,-0.065,,,,,,,,,,,,,
36455675,3153.2,2706.5,1.165,1092.3,-0.003,-0.479,,,,,,,,,,,,,
36486926,3158.6,2712.8,1.1643,1094.2,-0.022,-0.614,,,,,,,,,,,,,
36518123,3163.9,2720,1.1632,1095.4,-0.037,-0.472,,,,,,,,,,,,,
36549357,3168.8,2727.5,1.1618,1095.2,-0.045,-0.26,,,,,,,,,,,,,
36580569,3173.3,2735.2,1.1602,1093.5,-0.051,-0.207,,,,,,,,,,,,,
36611781,3178.1,2743.7,1.1583,1091.4,-0.059,-0.241,,,,,,,,,,,,,
36643001,3184.1,2753.6,1.1563,1089.9,-0.064,-0.171,,,,,,,,,,,,,
36675992,3191.3,2764.6,1.1544,1090,-0.06,0.144,,,,,,,,,,,,,
36705450,3198.6,2774.9,1.1527,1091.4,-0.057,0.071,,,,,,,,,,,,,
36736715,3203.4,2782.2,1.1514,1093.3,-0.041,0.528,,,,,,,,,,,,,
36767940,3203.5,2784.2,1.1506,1094.5,-0.026,0.486,,,,,,,,,,,,,
36799124,3197.6,2779.7,1.1504,1094.1,-0.008,0.584,,,,,,,,,,,,,
36830344,3186.8,2769,1.1509,1092.3,0.017,0.784,,,,,,,,,,,,,
36861569,3173.7,2754,1.1524,1090.1,0.049,1.025,,,,,,,,,,,,,
36892834,3161.3,2736.8,1.1551,1088.8,0.087,1.206,,,,,,,,,,,,,
36924045,3151.7,2719.2,1.1591,1089.3,0.126,1.273,,,,,,,,,,,,,
36955252,3145.6,2702.3,1.1641,1091.5,0.16,1.076,,,,,,,,,,,,,
36986503,3141.9,2686.5,1.1695,1094.4,0.175,0.479,,,,,,,,,,,,,
37017728,3139.2,2672.7,1.1745,1096.4,0.16,-0.474,,,,,,,,,,,,,
37048926,3136,2662,1.1781,1096.4,0.114,-1.493,,,,,,,,,,,,,
37080145,3131.7,2654.9,1.1796,1094.6,0.048,-2.089,,,,,,,,,,,,,
37111397,3126.8,2651.8,1.1791,1092.1,-0.014,-2.009,,,,,,,,,,,,,
37142631,3122.5,2652.2,1.1773,1090.6,-0.058,-1.389,,,,,,,,,,,,,
37173820,3119.5,2654.9,1.175,1091,-0.074,-0.51,,,,,,,,,,,,,
37205080,3118.3,2658.4,1.173,1093.3,-0.064,0.308,,,,,,,,,,,,,
37236291,3118.7,2661.7,1.1717,1096,-0.041,0.726,,,,,,,,,,,,,
37267516,3120.7,2664.8,1.1711,1097.4,-0.021,0.67,,,,,,,,,,,,,
37298714,3124.2,2668.6,1.1707,1096.6,-0.012,0.29,,,,,,,,,,,,,
37329979,3129.2,2674,1.1702,1093.8,-0.015,-0.119,,,,,,,,,,,,,
37361199,3134.7,2680.5,1.1694,1090.6,-0.026,-0.346,,,,,,,,,,,,,
37392410,3139.2,2687.1,1.1682,1088.7,-0.038,-0.379,,,,,,,,,,,,,
37423622,3141.5,2692.5,1.1668,1089.1,-0.048,-0.316,,,,,,,,,,,,,
37454873,3141.6,2696.4,1.1651,1091.5,-0.052,-0.146,,,,,,,,,,,,,
37486092,3141.2,2699.4,1.1637,1094.4,-0.047,0.17,,,,,,,,,,,,,
37517305,3142.2,2702.5,1.1627,1096.1,-0.031,0.511,,,,,,,,,,,,,
37548503,3146.1,2706.8,1.1623,1095.7,-0.012,0.617,,,,,,,,,,,,,
37579728,3153,2712.8,1.1623,1093.7,-0.001,0.34,,,,,,,,,,,,,
37610979,3161.6,2720.7,1.162,1091.4,-0.008,-0.231,,,,,,,,,,,,,
37642177,3169.7,2730.2,1.161,1090.6,-0.032,-0.764,,,,,,,,,,,,,
37673410,3176,2740,1.1591,1091.8,-0.06,-0.887,,,,,,,,,,,,,
37704662,3179.7,2749,1.1567,1094.7,-0.079,-0.598,,,,,,,,,,,,,
37735887,3181,2756.4,1.154,1097.5,-0.085,-0.206,,,,,,,,,,,,,
37767089,3180.9,2762.4,1.1515,1098.8,-0.081,0.117,,,,,,,,,,,,,
37798305,3180.6,2767.3,1.1494,1097.9,-0.068,0.424,,,,,,,,,,,,,
37829516,3181.5,2771.5,1.148,1095.4,-0.045,0.738,,,,,,,,,,,,,
37860767,3183.7,2774.5,1.1475,1092.8,-0.014,0.985,,,,,,,,,,,,,
37891993,3186,2774.9,1.1481,1091.6,0.021,1.122,,,,,,,,,,,,,
37923194,3186.8,2771.2,1.15,1092.1,0.059,1.212,,,,,,,,,,,,,
37954410,3184.9,2762.2,1.153,1093.7,0.098,1.278,,,,,,,,,,,,,
37985622,3180.4,2748.1,1.1573,1094.9,0.136,1.217,,,,,,,,,,,,,
38016834,3174,2730.5,1.1624,1094.8,0.164,0.885,,,,,,,,,,,,,
38048045,3166.8,2711.6,1.1679,1093,0.175,0.349,,,,,,,,,,,,,
38079305,3160.2,2693.7,1.1732,1090.3,0.17,-0.172,,,,,,,,,,,,,
38110516,3155.3,2678.5,1.178,1088.2,0.154,-0.489,,,,,,,,,,,,,
38141781,3152.4,2666.7,1.1821,1087.6,0.132,-0.704,,,,,,,,,,,,,
38172979,3150.8,2658.1,1.1854,1088.9,0.104,-0.915,,,,,,,,,,,,,
38204199,3149.2,2652.2,1.1874,1091.4,0.064,-1.258,,,,,,,,,,,,,
38235450,3146.7,2649.1,1.1878,1093.8,0.015,-1.595,,,,,,,,,,,,,
38266662,3143,2648.7,1.1866,1094.6,-0.039,-1.719,,,,,,,,,,,,,
38297887,3139.1,2651.3,1.184,1093.6,-0.084,-1.427,,,,,,,,,,,,,
38329092,3136,2656,1.1807,1091.4,-0.105,-0.7,,,,,,,,,,,,,
38360344,3134.6,2661.7,1.1777,1089.2,-0.098,0.253,,,,,,,,,,,,,
38391556,3135.8,2667.4,1.1756,1088.4,-0.066,0.997,,,,,,,,,,,,,
38422767,3139.2,2672.4,1.1747,1089.5,-0.029,1.184,,,,,,,,,,,,,
38454006,3144.2,2677.2,1.1744,1092.2,-0.008,0.702,,,,,,,,,,,,,
38485199,3149.4,2682.6,1.174,1095,-0.013,-0.188,,,,,,,,,,,,,
38516450,3153.6,2689.3,1.1727,1096.7,-0.044,-0.971,,,,,,,,,,,,,
38547675,3156.2,2697.3,1.1701,1096.4,-0.081,-1.2,,,,,,,,,,,,,
38578873,3157.3,2705.9,1.1668,1094.8,-0.106,-0.795,,,,,,,,,,,,,
38610123,3157.6,2714.1,1.1634,1092.9,-0.109,-0.085,,,,,,,,,,,,,
38641325,3158.1,2721.3,1.1605,1092.2,-0.094,0.469,,,,,,,,,,,,,
38672556,3159,2727.3,1.1583,1093.4,-0.07,0.756,,,,,,,,,,,,,
38703767,3160.3,2731.5,1.157,1096,-0.042,0.92,,,,,,,,,,,,,
38735045,3161.7,2733.2,1.1568,1098.7,-0.007,1.118,,,,,,,,,,,,,
38766252,3163.6,2732.5,1.1578,1099.9,0.031,1.222,,,,,,,,,,,,,
38797463,3166.9,2730.6,1.1598,1098.9,0.064,1.058,,,,,,,,,,,,,
38828675,3172,2728.8,1.1624,1095.9,0.085,0.667,,,,,,,,,,,,,
38859926,3178.1,2727.3,1.1653,1092.5,0.092,0.205,,,,,,,,,,,,,
38891123,3183.4,2725.6,1.168,1090.4,0.087,-0.166,,,,,,,,,,,,,
38922344,3185.6,2722,1.1703,1090.4,0.074,-0.391,,,,,,,,,,,,,
38953597,3183.4,2715.8,1.1722,1092.2,0.06,-0.467,,,,,,,,,,,,,
38984824,3176.9,2707,1.1736,1094.4,0.045,-0.46,,,,,,,,,,,,,
39016032,3167.7,2696.7,1.1747,1095.2,0.034,-0.368,,,,,,,,,,,,,
39047238,3157.6,2686.1,1.1756,1093.9,0.029,-0.166,,,,,,,,,,,,,
39078463,3148.4,2676.1,1.1765,1091.1,0.03,0.038,,,,,,,,,,,,,
39109728,3141.2,2667.7,1.1775,1088.5,0.032,0.071,,,,,,,,,,,,,
39140926,3136.2,2661.4,1.1784,1087.8,0.029,-0.102,,,,,,,,,,,,,
39172185,3133.1,2657.6,1.1789,1089.5,0.017,-0.39,,,,,,,,,,,,,
39203397,3131.5,2656.7,1.1787,1092.7,-0.005,-0.708,,,,,,,,,,,,,
39234609,3131.2,2659.1,1.1775,1095.7,-0.038,-1.056,,,,,,,,,,,,,
39265834,3131.9,2665.3,1.1751,1096.6,-0.08,-1.322,,,,,,,,,,,,,
39297032,3133.1,2674.6,1.1714,1095,-0.117,-1.2,,,,,,,,,,,,,
39328291,3134.3,2685,1.1673,1091.9,-0.13,-0.417,,,,,,,,,,,,,
39359516,3136,2694.1,1.164,1089,-0.106,0.769,,,,,,,,,,,,,
39390714,3138.8,2700.3,1.1624,1087.9,-0.052,1.742,,,,,,,,,,,,,
39421926,3143.3,2703.6,1.1626,1088.9,0.007,1.889,,,,,,,,,,,,,
39453145,3148.7,2705,1.164,1091,0.044,1.167,,,,,,,,,,,,,
39484404,3153.8,2706.1,1.1655,1092.7,0.047,0.11,,,,,,,,,,,,,
39515609,3157.9,2707.4,1.1664,1092.8,0.029,-0.592,,,,,,,,,,,,,
39546834,3160.6,2709.2,1.1666,1091.4,0.007,-0.677,,,,,,,,,,,,,
39578045,3162.6,2711.5,1.1664,1089.6,-0.007,-0.449,,,,,,,,,,,,,
39609252,3164.7,2714.5,1.1659,1088.8,-0.017,-0.346,,,,,,,,,,,,,
39640516,3167.1,2718.8,1.1649,1089.9,-0.031,-0.422,,,,,,,,,,,,,
39671728,3169.7,2724.2,1.1635,1092.6,-0.043,-0.405,,,,,,,,,,,,,
39702926,3171.9,2729.4,1.1621,1095.6,-0.045,-0.056,,,,,,,,,,,,,
39734190,3173.1,2732.3,1.1613,1097.4,-0.027,0.589,,,,,,,,,,,,,
39765396,3172.2,2730.6,1.1617,1097.1,0.013,1.262,,,,,,,,,,,,,
39796609,3168.3,2722.6,1.1637,1095.1,0.063,1.615,,,,,,,,,,,,,
39827820,3161,2708.5,1.1671,1092.5,0.108,1.433,,,,,,,,,,,,,
39859092,3150.7,2690.1,1.1712,1090.8,0.133,0.811,,,,,,,,,,,,,
39890305,3138.9,2670.3,1.1755,1090.9,0.137,0.117,,,,,,,,,,,,,
39921503,3128,2652.2,1.1794,1092.5,0.124,-0.41,,,,,,,,,,,,,
39952722,3120,2638.2,1.1826,1094.6,0.104,-0.658,,,,,,,,,,,,,
39983979,3116.3,2629.4,1.1852,1096,0.082,-0.685,,,,,,,,,,,,,
40015185,3117,2625.5,1.1872,1095.7,0.064,-0.588,,,,,,,,,,,,,
40046397,3120.8,2625.5,1.1887,1093.9,0.047,-0.53,,,,,,,,,,,,,
40077622,3126.2,2628.2,1.1895,1091.7,0.026,-0.681,,,,,,,,,,,,,
40108873,3131.3,2633,1.1892,1090.2,-0.008,-1.085,,,,,,,,,,,,,
40140092,3134.8,2639.8,1.1875,1090.2,-0.055,-1.502,,,,,,,,,,,,,
40171305,3136.3,2648.1,1.1843,1091.3,-0.102,-1.519,,,,,,,,,,,,,
40202503,3136.4,2657.3,1.1803,1092.7,-0.13,-0.904,,,,,,,,,,,,,
40233714,3136.3,2666.2,1.1763,1093.1,-0.126,0.137,,,,,,,,,,,,,
40264979,3137.1,2673.5,1.1734,1092.1,-0.095,1.008,,,,,,,,,,,,,
40296185,3138.4,2678.5,1.1717,1090,-0.054,1.3,,,,,,,,,,,,,
40327397,3139.7,2680.9,1.1711,1087.9,-0.018,1.151,,,,,,,,,,,,,
40358662,3140.7,2681.3,1.1713,1087.1,0.007,0.795,,,,,,,,,,,,,
40389873,3141.8,2681.1,1.1719,1088.4,0.017,0.311,,,,,,,,,,,,,
40421045,3143.7,2682,1.1722,1091.4,0.01,-0.222,,,,,,,,,,,,,
40452290,3146.6,2685,1.1719,1095,-0.008,-0.549,,,,,,,,,,,,,
40483516,3150.5,2689.9,1.1713,1097.3,-0.021,-0.441,,,,,,,,,,,,,
40514781,3155.4,2695.3,1.1707,1097.5,-0.019,0.09,,,,,,,,,,,,,
40545966,3160.3,2699.2,1.1708,1095.6,0.005,0.749,,,,,,,,,,,,,
40577184,3164,2699.3,1.1721,1092.8,0.042,1.187,,,,,,,,,,,,,
40608450,3164.9,2694.4,1.1746,1090.7,0.08,1.22,,,,,,,,,,,,,
40639622,3162.4,2684.5,1.178,1090.6,0.108,0.891,,,,,,,,,,,,,
40670873,3156.6,2671.3,1.1817,1092.4,0.117,0.308,,,,,,,,,,,,,
40702045,3148.4,2656.5,1.1851,1094.9,0.111,-0.203,,,,,,,,,,,,,
40733344,3138.9,2642.2,1.188,1096.5,0.091,-0.628,,,,,,,,,,,,,
40764516,3129.4,2630,1.1899,1096.2,0.061,-0.989,,,,,,,,,,,,,
40795767,3121.1,2621.6,1.1905,1094.1,0.02,-1.284,,,,,,,,,,,,,
40826993,3115.3,2617.9,1.19,1091.5,-0.017,-1.197,,,,,,,,,,,,,
40858199,3113.3,2618.9,1.1888,1089.7,-0.038,-0.686,,,,,,,,,,,,,
40889450,3115.6,2623.4,1.1876,1089.7,-0.038,0.017,,,,,,,,,,,,,
40920662,3121.4,2629.6,1.187,1091.3,-0.02,0.585,,,,,,,,,,,,,
40951873,3128.5,2635.2,1.1872,1093,0.006,0.828,,,,,,,,,,,,,
40983092,3134.8,2638.5,1.1881,1093.3,0.029,0.718,,,,,,,,,,,,,
41014344,3138,2638.5,1.1893,1091.3,0.039,0.34,,,,,,,,,,,,,
41045569,3137.2,2635.5,1.1904,1087.5,0.033,-0.204,,,,,,,,,,,,,
41076767,3132.7,2631,1.1907,1083.6,0.01,-0.736,,,,,,,,,,,,,
41107993,3126.1,2626.9,1.19,1081.6,-0.02,-0.962,,,,,,,,,,,,,
41139238,3119.5,2624.4,1.1887,1082.6,-0.043,-0.745,,,,,,,,,,,,,
41170450,3114.7,2623.8,1.1871,1085.9,-0.051,-0.24,,,,,,,,,,,,,
41201661,3112.6,2624.9,1.1858,1089.8,-0.043,0.26,,,,,,,,,,,,,
41232926,3113.4,2627.6,1.1849,1092.4,-0.028,0.468,,,,,,,,,,,,,
41264123,3117.2,2632.1,1.1843,1092.7,-0.019,0.298,,,,,,,,,,,,,
41295346,3123.8,2639,1.1837,1091,-0.02,-0.037,,,,,,,,,,,,,
41326556,3132.2,2648.1,1.1828,1089.1,-0.028,-0.263,,,,,,,,,,,,,
41357781,3141,2658.2,1.1816,1088.6,-0.038,-0.319,,,,,,,,,,,,,
41389032,3148.4,2668,1.1801,1090.4,-0.049,-0.344,,,,,,,,,,,,,
41420252,3153.3,2676.5,1.1781,1093.8,-0.063,-0.439,,,,,,,,,,,,,
41451463,3155.7,2684.1,1.1757,1097.3,-0.078,-0.504,,,,,,,,,,,,,
41482675,3156.7,2691.3,1.1729,1099.1,-0.089,-0.35,,,,,,,,,,,,,
41513926,3158,2698.6,1.1703,1098.3,-0.085,0.134,,,,,,,,,,,,,
41545135,3160.6,2704.9,1.1685,1095.7,-0.057,0.889,,,,,,,,,,,,,
41576344,3164.5,2708.4,1.1684,1092.7,-0.002,1.774,,,,,,,,,,,,,
41607556,3168.7,2706.5,1.1708,1090.9,0.075,2.476,,,,,,,,,,,,,
41638781,3171.7,2697.7,1.1757,1091,0.158,2.653,,,,,,,,,,,,,
41670045,3172.4,2682.2,1.1828,1092.5,0.226,2.161,,,,,,,,,,,,,
41701238,3170,2661.7,1.191,1094.1,0.264,1.222,,,,,,,,,,,,,
41732450,3164.9,2639.1,1.1993,1094.6,0.265,0.036,,,,,,,,,,,,,
41763675,3157.8,2617.4,1.2065,1093.6,0.23,-1.114,,,,,,,,,,,,,
41794932,3149.5,2599.4,1.2116,1091.5,0.165,-2.089,,,,,,,,,,,,,
41826145,3141.1,2586.9,1.2142,1089.6,0.084,-2.589,,,,,,,,,,,,,
41857344,3133.7,2580.1,1.2146,1089.1,0.011,-2.335,,,,,,,,,,,,,
41888556,3128.8,2578.1,1.2136,1090.3,-0.031,-1.363,,,,,,,,,,,,,
41919781,3127,2579.2,1.2124,1092.5,-0.039,-0.256,,,,,,,,,,,,,
41951046,3128.1,2582,1.2115,1094.3,-0.029,0.334,,,,,,,,,,,,,
41982238,3131.2,2586.1,1.2108,1094.8,-0.022,0.208,,,,,,,,,,,,,
42013450,3135.6,2591.8,1.2098,1093.5,-0.032,-0.298,,,,,,,,,,,,,
42044687,3140.6,2599.5,1.2082,1091.1,-0.052,-0.666,,,,,,,,,,,,,
42076255,3145.8,2608.5,1.206,1088.7,-0.07,-0.547,,,,,,,,,,,,,
42107123,3151.1,2617.8,1.2037,1087.7,-0.073,-0.118,,,,,,,,,,,,,
42138357,3156.1,2625.7,1.202,1088.5,-0.054,0.622,,,,,,,,,,,,,
42169569,3160.4,2630.5,1.2014,1090.7,-0.019,1.122,,,,,,,,,,,,,
42200820,3163.4,2631.5,1.2021,1093.1,0.022,1.295,,,,,,,,,,,,,
42232045,3164.8,2629.2,1.2037,1094.4,0.051,0.947,,,,,,,,,,,,,
42263252,3164.4,2625.3,1.2053,1094,0.052,0.037,,,,,,,,,,,,,
42294451,3162.7,2622.9,1.2058,1092.5,0.015,-1.185,,,,,,,,,,,,,
42325715,3160.5,2624.6,1.2042,1090.9,-0.052,-2.171,,,,,,,,,,,,,
42356926,3159,2632.1,1.2002,1090.4,-0.128,-2.428,,,,,,,,,,,,,
42388123,3159.1,2644.9,1.1944,1091.6,-0.185,-1.82,,,,,,,,,,,,,
42419357,3161.2,2661,1.188,1094,-0.206,-0.686,,,,,,,,,,,,,
42450609,3165.1,2677.9,1.1819,1096.6,-0.193,0.436,,,,,,,,,,,,,
42481820,3170.5,2693.5,1.1771,1098,-0.155,1.205,,,,,,,,,,,,,
42513032,3176.9,2706.6,1.1737,1097.2,-0.107,1.537,,,,,,,,,,,,,
42544287,3183.5,2716.7,1.1718,1094.8,-0.061,1.468,,,,,,,,,,,,,
42575503,3189.8,2723.9,1.171,1091.9,-0.025,1.154,,,,,,,,,,,,,
42606714,3195.1,2728.6,1.171,1090.2,-0.001,0.767,,,,,,,,,,,,,
42637926,3199.3,2731.3,1.1713,1090.8,0.011,0.403,,,,,,,,,,,,,
42669185,3201.8,2732.5,1.1718,1093.3,0.014,0.077,,,,,,,,,,,,,
42700357,3202,2732.1,1.172,1096.3,0.008,-0.184,,,,,,,,,,,,,
42731609,3199.5,2730,1.172,1098,-0.001,-0.289,,,,,,,,,,,,,
42762820,3194,2725.8,1.1718,1097.5,-0.006,-0.154,,,,,,,,,,,,,
42794045,3185.8,2718.6,1.1718,1095.2,0.002,0.24,,,,,,,,,,,,,
42825291,3175.5,2707.8,1.1727,1092.6,0.028,0.841,,,,,,,,,,,,,
42856516,3164.6,2693.3,1.175,1091.6,0.073,1.447,,,,,,,,,,,,,
42887714,3154.7,2676,1.1789,1092.8,0.126,1.696,,,,,,,,,,,,,
42918940,3147.5,2658,1.1841,1095.7,0.168,1.334,,,,,,,,,,,,,
42950185,3144.1,2642.4,1.1899,1098.5,0.184,0.512,,,,,,,,,,,,,
42981357,3144.8,2631,1.1953,1099.4,0.173,-0.351,,,,,,,,,,,,,
43012609,3148.9,2624.7,1.1997,1097.8,0.143,-0.961,,,,,,,,,,,,,
43043835,3154.9,2622.5,1.203,1094.4,0.106,-1.165,,,,,,,,,,,,,
43075045,3161.4,2623.1,1.2052,1091.2,0.069,-1.176,,,,,,,,,,,,,
43106291,3167,2625.4,1.2063,1090,0.034,-1.124,,,,,,,,,,,,,
43137516,3171.3,2628.8,1.2063,1091.5,0.002,-1.023,,,,,,,,,,,,,
43168714,3174.5,2633,1.2056,1094.7,-0.023,-0.818,,,,,,,,,,,,,
43199940,3176.9,2637.8,1.2044,1097.7,-0.041,-0.566,,,,,,,,,,,,,
43231185,3179,2643.4,1.2026,1098.7,-0.055,-0.45,,,,,,,,,,,,,
43262397,3181,2649.9,1.2004,1097.1,-0.071,-0.52,,,,,,,,,,,,,
43293609,3183.1,2657.8,1.1976,1093.9,-0.09,-0.605,,,,,,,,,,,,,
43324820,3185.3,2667.1,1.1943,1091.2,-0.107,-0.536,,,,,,,,,,,,,
43356045,3187.9,2677.3,1.1907,1090.6,-0.115,-0.253,,,,,,,,,,,,,
43387291,3190.6,2687.2,1.1873,1092.6,-0.108,0.211,,,,,,,,,,,,,
43418503,3193.3,2695.4,1.1847,1096,-0.085,0.743,,,,,,,,,,,,,
43449728,3195.6,2700.9,1.1832,1099,-0.049,1.135,,,,,,,,,,,,,
43480979,3197.3,2703.2,1.1828,1099.9,-0.012,1.179,,,,,,,,,,,,,
43512199,3198.3,2702.9,1.1833,1098.4,0.016,0.92,,,,,,,,,,,,,
43543410,3199.1,2701.2,1.1843,1095.6,0.033,0.527,,,,,,,,,,,,,
43576361,3200.5,2700,1.1854,1093.5,0.033,0.024,,,,,,,,,,,,,
43605820,3204,2701.1,1.1862,1093.6,0.027,-0.212,,,,,,,,,,,,,
43637092,3210.5,2705.6,1.1866,1096,0.013,-0.467,,,,,,,,,,,,,
43668305,3220.4,2713.4,1.1868,1099.4,0.008,-0.151,,,,,,,,,,,,,
43699516,3232.7,2723,1.1872,1101.8,0.011,0.11,,,,,,,,,,,,,
43730728,3245.1,2732.9,1.1874,1101.7,0.008,-0.096,,,,,,,,,,,,,
43761979,3254.2,2741.4,1.187,1099.3,-0.013,-0.673,,,,,,,,,,,,,
43793199,3257.6,2747.6,1.1856,1095.9,-0.046,-1.065,,,,,,,,,,,,,
43824397,3254.5,2750.3,1.1833,1093.5,-0.074,-0.9,,,,,,,,,,,,,
43855622,3245.9,2749,1.1808,1093.4,-0.081,-0.237,,,,,,,,,,,,,
43886834,3233.9,2743.3,1.1788,1095.3,-0.061,0.645,,,,,,,,,,,,,
43918092,3221.1,2733.5,1.1784,1098,-0.015,1.483,,,,,,,,,,,,,
43949305,3209.3,2720.1,1.1798,1099.7,0.047,1.974,,,,,,,,,,,,,
43980516,3198.8,2703.8,1.1831,1099.2,0.104,1.828,,,,,,,,,,,,,
44011714,3189.3,2686.3,1.1873,1096.8,0.135,0.994,,,,,,,,,,,,,
44042980,3180.7,2669.9,1.1913,1094,0.13,-0.161,,,,,,,,,,,,,
44074185,3173.4,2656.9,1.1944,1092.4,0.098,-1.013,,,,,,,,,,,,,
44105410,3168.1,2648.5,1.1962,1093,0.057,-1.308,,,,,,,,,,,,,
44136609,3165.2,2644.7,1.1968,1095.4,0.021,-1.163,,,,,,,,,,,,,
44167834,3164.6,2644.7,1.1966,1098.2,-0.008,-0.917,,,,,,,,,,,,,
44199045,3165.6,2647.6,1.1956,1099.9,-0.03,-0.714,,,,,,,,,,,,,
44230305,3168,2652.6,1.1943,1099.7,-0.044,-0.446,,,,,,,,,,,,,
44261516,3171.3,2658.5,1.1929,1097.8,-0.044,0.012,,,,,,,,,,,,,
44292728,3175.3,2663.5,1.1922,1095.5,-0.024,0.615,,,,,,,,,,,,,
44323965,3179.7,2666.6,1.1924,1094,0.008,1.045,,,,,,,,,,,,,
44355185,3183.8,2667.4,1.1936,1094.3,0.039,0.98,,,,,,,,,,,,,
44386410,3187.3,2666.8,1.1952,1095.9,0.05,0.35,,,,,,,,,,,,,
44417662,3190,2666.9,1.1961,1097.7,0.031,-0.611,,,,,,,,,,,,,
44448873,3191.9,2669.6,1.1956,1098.4,-0.016,-1.5,,,,,,,,,,,,,
44480045,3193.2,2675.9,1.1933,1097.4,-0.075,-1.88,,,,,,,,,,,,,
44511305,3194.2,2685.3,1.1895,1095.2,-0.122,-1.499,,,,,,,,,,,,,
44542544,3195,2696.1,1.1851,1093,-0.143,-0.672,,,,,,,,,,,,,
44573728,3196.1,2706.9,1.1807,1092.1,-0.139,0.109,,,,,,,,,,,,,
44604967,3197.8,2717,1.177,1092.9,-0.12,0.61,,,,,,,,,,,,,
44636185,3200.5,2725.9,1.1741,1095.2,-0.09,0.95,,,,,,,,,,,,,
44667410,3204.8,2733.1,1.1726,1098,-0.049,1.338,,,,,,,,,,,,,
44698662,3210.9,2738.1,1.1727,1100,0.002,1.608,,,,,,,,,,,,,
44729873,3218.6,2741.2,1.1741,1100.4,0.047,1.471,,,,,,,,,,,,,
44761092,3226.9,2742.8,1.1765,1099.4,0.075,0.889,,,,,,,,,,,,,
44792291,3234.9,2743.7,1.179,1097.8,0.081,0.181,,,,,,,,,,,,,
44823516,3241.5,2744.2,1.1812,1096.7,0.07,-0.363,,,,,,,,,,,,,
44854767,3245.7,2744.3,1.1827,1096.9,0.049,-0.671,,,,,,,,,,,,,
44885953,3246.8,2743.5,1.1834,1098.2,0.023,-0.809,,,,,,,,,,,,,
44917185,3244.1,2741.4,1.1834,1099.9,-0.002,-0.8,,,,,,,,,,,,,
44948410,3237.7,2737.4,1.1827,1100.7,-0.021,-0.614,,,,,,,,,,,,,
44979622,3228.3,2731.6,1.1818,1100,-0.029,-0.268,,,,,,,,,,,,,
45010887,3217.9,2724.5,1.1811,1098,-0.024,0.179,,,,,,,,,,,,,
45042045,3208.4,2716.6,1.181,1095.4,-0.003,0.672,,,,,,,,,,,,,
45073291,3201.2,2708.3,1.182,1093.7,0.032,1.122,,,,,,,,,,,,,
45104516,3196.7,2699.2,1.1843,1093.4,0.073,1.311,,,,,,,,,,,,,
45135767,3193.9,2689.3,1.1876,1094.7,0.106,1.039,,,,,,,,,,,,,
45166979,3191.5,2678.9,1.1913,1096.7,0.119,0.424,,,,,,,,,,,,,
45198185,3188.4,2668.5,1.1949,1098.3,0.113,-0.204,,,,,,,,,,,,,
45229397,3184.6,2658.6,1.1978,1098.4,0.096,-0.542,,,,,,,,,,,,,
45260609,3181.1,2650.5,1.2002,1097,0.076,-0.632,,,,,,,,,,,,,
