us,Red,IR,Ratio,Ambient,drdt,ddrdt,Notes,dRed/dt,dIR/dt,,,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,dt,
67553091,3319.1,2600,1.2766,1089.3,-0.05,-1.675,,,,,,,,,,,,,
67584288,3320.3,2607.9,1.2732,1091,-0.109,-1.866,,,,,,,,,,,,,
67615508,3317.7,2615.4,1.2685,1094.1,-0.148,-1.28,,,,,,,,,,,,,
67646727,3310.9,2620.1,1.2636,1096.8,-0.157,-0.278,,,,,,,,,,,,,
67677925,3300.4,2620.6,1.2594,1097.5,-0.135,0.713,,,,,,,,,,,,,
67709144,3287.2,2616,1.2566,1095.5,-0.091,1.412,,,,,,,,,,,,,
67740396,3272.6,2606.7,1.2555,1092.1,-0.036,1.753,,,,,,,,,,,,,
67771607,3257.8,2593.6,1.2561,1088.9,0.021,1.816,,,,,,,,,,,,,
67802819,3244.3,2578.2,1.2584,1087.8,0.072,1.659,,,,,,,,,,,,,
67834044,3233.3,2562.2,1.2619,1089.1,0.114,1.336,,,,,,,,,,,,,
67865290,3225.8,2547.1,1.2664,1091.6,0.144,0.965,,,,,,,,,,,,,
67896502,3222.5,2534.2,1.2716,1093.5,0.166,0.696,,,,,,,,,,,,,
67927701,3223.6,2523.6,1.2774,1093.4,0.185,0.607,,,,,,,,,,,,,
67958925,3228.7,2514.9,1.2838,1091.3,0.206,0.679,,,,,,,,,,,,,
67990144,3236.9,2507.4,1.2909,1088.5,0.228,0.693,,,,,,,,,,,,,
68021356,3246.8,2500.8,1.2983,1086.5,0.237,0.292,,,,,,,,,,,,,
68052569,3256.6,2495.3,1.3051,1086.6,0.218,-0.619,,,,,,,,,,,,,
68083780,3264.6,2491.6,1.3102,1088.6,0.164,-1.722,,,,,,,,,,,,,
68115044,3269.3,2490.2,1.3129,1091.4,0.084,-2.538,,,,,,,,,,,,,
68146237,3270.3,2491.1,1.3128,1093.2,-0.003,-2.814,,,,,,,,,,,,,
68177461,3267.6,2494.2,1.3101,1093.2,-0.085,-2.611,,,,,,,,,,,,,
68208660,3262.5,2499.1,1.3055,1091.3,-0.149,-2.061,,,,,,,,,,,,,
68239925,3256.5,2505.8,1.2996,1088.8,-0.188,-1.254,,,,,,,,,,,,,
68271144,3251.6,2514.3,1.2933,1087,-0.202,-0.445,,,,,,,,,,,,,
68302356,3248.8,2524,1.2872,1086.8,-0.196,0.211,,,,,,,,,,,,,
68333568,3248.3,2534.6,1.2816,1088.3,-0.178,0.556,,,,,,,,,,,,,
68364780,3249.7,2545.4,1.2767,1090.5,-0.158,0.647,,,,,,,,,,,,,
68395991,3252,2555.8,1.2724,1092.2,-0.137,0.68,,,,,,,,,,,,,
68427237,3254.8,2565,1.2689,1092.4,-0.111,0.838,,,,,,,,,,,,,
68458449,3258,2572.4,1.2665,1091.2,-0.077,1.083,,,,,,,,,,,,,
68489674,3261.7,2577.8,1.2653,1089.3,-0.039,1.216,,,,,,,,,,,,,
68520885,3266.2,2581.7,1.2651,1088,-0.006,1.064,,,,,,,,,,,,,
68552093,3271.2,2584.6,1.2656,1087.9,0.016,0.693,,,,,,,,,,,,,
68583303,3275.9,2586.9,1.2664,1089,0.024,0.245,,,,,,,,,,,,,
68614554,3279.5,2588.6,1.2669,1090.6,0.017,-0.204,,,,,,,,,,,,,
68645772,3281.4,2590.2,1.2668,1091.7,-0.002,-0.613,,,,,,,,,,,,,
68676978,3282.3,2592.8,1.2659,1091.5,-0.029,-0.88,,,,,,,,,,,,,
68708197,3283.6,2597.3,1.2642,1090,-0.055,-0.807,,,,,,,,,,,,,
68739409,3286,2603.3,1.2622,1088.2,-0.064,-0.286,,,,,,,,,,,,,
68770607,3289.3,2609,1.2607,1087.2,-0.048,0.506,,,,,,,,,,,,,
68801833,3292.3,2612.1,1.2604,1087.9,-0.011,1.165,,,,,,,,,,,,,
68833091,3293.3,2610.8,1.2614,1090.3,0.033,1.412,,,,,,,,,,,,,
68864303,3291.2,2604.5,1.2637,1093.2,0.072,1.27,,,,,,,,,,,,,
68895515,3285.7,2593.8,1.2667,1095.1,0.098,0.834,,,,,,,,,,,,,
68926727,3277.3,2580.5,1.27,1094.7,0.104,0.19,,,,,,,,,,,,,
68957925,3266.6,2566.6,1.2727,1092.3,0.087,-0.564,,,,,,,,,,,,,
68989144,3254.8,2554.3,1.2742,1089,0.048,-1.226,,,,,,,,,,,,,
69020409,3243.2,2545,1.2743,1086.5,0.003,-1.451,,,,,,,,,,,,,
69051579,3233.2,2538.9,1.2735,1086.2,-0.027,-0.979,,,,,,,,,,,,,
69082833,3226.1,2534.8,1.2727,1087.9,-0.024,0.103,,,,,,,,,,,,,
69114031,3222.9,2531.4,1.2732,1090.4,0.015,1.243,,,,,,,,,,,,,
69145250,3223.9,2527.6,1.2754,1092.1,0.073,1.88,,,,,,,,,,,,,
69176502,3228,2523,1.2794,1092.1,0.127,1.724,,,,,,,,,,,,,
69207713,3233.6,2517.9,1.2842,1090.6,0.154,0.85,,,,,,,,,,,,,
69238938,3238.4,2513,1.2886,1088.9,0.142,-0.385,,,,,,,,,,,,,
69270122,3241.4,2509.2,1.2918,1088.2,0.101,-1.299,,,,,,,,,,,,,
69301356,3242.7,2506.9,1.2935,1089.4,0.056,-1.45,,,,,,,,,,,,,
69332568,3243.6,2506.1,1.2943,1091.8,0.025,-0.99,,,,,,,,,,,,,
69363819,3245.2,2506.8,1.2946,1094.1,0.008,-0.545,,,,,,,,,,,,,
69395031,3247.7,2509.2,1.2943,1094.8,-0.007,-0.483,,,,,,,,,,,,,
69426237,3251.1,2513.5,1.2935,1093.2,-0.028,-0.678,,,,,,,,,,,,,
69457465,3255.1,2519.9,1.2918,1090.2,-0.054,-0.82,,,,,,,,,,,,,
69488674,3259.9,2528.3,1.2893,1087.4,-0.078,-0.771,,,,,,,,,,,,,
69519885,3265.7,2538.8,1.2863,1086.1,-0.097,-0.622,,,,,,,,,,,,,
69551122,3272.5,2551.2,1.2827,1087.1,-0.115,-0.57,,,,,,,,,,,,,
69582356,3279.4,2565.1,1.2785,1089.5,-0.135,-0.642,,,,,,,,,,,,,
69613568,3285.1,2579.1,1.2737,1091.8,-0.153,-0.555,,,,,,,,,,,,,
69644766,3288.5,2591.5,1.2689,1092.8,-0.153,-0.029,,,,,,,,,,,,,
69675991,3290,2600.9,1.2649,1091.9,-0.128,0.816,,,,,,,,,,,,,
69707237,3291,2606.9,1.2624,1089.8,-0.08,1.523,,,,,,,,,,,,,
69738409,3293,2610,1.2617,1087.9,-0.023,1.824,,,,,,,,,,,,,
69769659,3296.4,2610.6,1.2627,1087.5,0.032,1.769,,,,,,,,,,,,,
69800872,3300.2,2608.5,1.2651,1089,0.078,1.482,,,,,,,,,,,,,
69832091,3302.4,2603.4,1.2685,1091.5,0.108,0.955,,,,,,,,,,,,,
69863303,3300.9,2594.9,1.2721,1093.8,0.114,0.199,,,,,,,,,,,,,
69894568,3294.5,2583.9,1.275,1094.6,0.094,-0.648,,,,,,,,,,,,,
69925766,3283.6,2571.9,1.2767,1093.4,0.055,-1.238,,,,,,,,,,,,,
69956991,3270.6,2560.6,1.2773,1090.7,0.017,-1.229,,,,,,,,,,,,,
69988197,3258.6,2551.2,1.2773,1088,0,-0.54,,,,,,,,,,,,,
70019409,3249.7,2543.7,1.2776,1086.6,0.01,0.327,,,,,,,,,,,,,
70050674,3244.3,2537.5,1.2785,1087.1,0.031,0.667,,,,,,,,,,,,,
70081885,3241.3,2532.8,1.2798,1089.1,0.039,0.264,,,,,,,,,,,,,
70113044,3239.6,2529.9,1.2805,1091.3,0.025,-0.458,,,,,,,,,,,,,
70144343,3238.9,2529.5,1.2804,1092.2,-0.004,-0.917,,,,,,,,,,,,,
70175515,3239.4,2531.9,1.2795,1091.2,-0.032,-0.895,,,,,,,,,,,,,
70206766,3241.3,2536.1,1.278,1088.6,-0.045,-0.429,,,,,,,,,,,,,
70237978,3244.1,2540.5,1.2769,1085.9,-0.035,0.313,,,,,,,,,,,,,
70269197,3247.5,2543.3,1.2769,1084.6,-0.002,1.059,,,,,,,,,,,,,
70300396,3251,2543.4,1.2782,1085.4,0.042,1.415,,,,,,,,,,,,,
70331621,3254.1,2540.9,1.2807,1088,0.08,1.225,,,,,,,,,,,,,
70362872,3256.8,2536.6,1.2839,1090.7,0.103,0.723,,,,,,,,,,,,,
70394091,3259,2531.7,1.2873,1092,0.108,0.17,,,,,,,,,,,,,
70425303,3261.3,2527.7,1.2902,1091,0.094,-0.467,,,,,,,,,,,,,
70456515,3264.2,2526.5,1.2919,1088.2,0.056,-1.216,,,,,,,,,,,,,
70487735,3267.8,2529.4,1.2919,1085.2,-0.002,-1.838,,,,,,,,,,,,,
70518978,3271.7,2536.5,1.2899,1083.8,-0.065,-2.037,,,,,,,,,,,,,
70550184,3275.2,2546.7,1.286,1084.8,-0.122,-1.815,,,,,,,,,,,,,
70581398,3278,2559,1.281,1087.6,-0.163,-1.303,,,,,,,,,,,,,
70612607,3280.3,2572.1,1.2754,1090.7,-0.18,-0.545,,,,,,,,,,,,,
70643870,3282.7,2584.4,1.2702,1092.1,-0.165,0.458,,,,,,,,,,,,,
70675044,3285.6,2594.4,1.2664,1091.5,-0.121,1.417,,,,,,,,,,,,,
70706303,3289,2600.7,1.2646,1089.6,-0.057,2.055,,,,,,,,,,,,,
70737515,3292.2,2602.7,1.2649,1088.1,0.009,2.125,,,,,,,,,,,,,
70768727,3294.4,2600.5,1.2668,1088.4,0.061,1.666,,,,,,,,,,,,,
70799938,3294.4,2595,1.2695,1090.7,0.086,0.777,,,,,,,,,,,,,
70831184,3291,2587.5,1.2719,1093.7,0.077,-0.289,,,,,,,,,,,,,
70862396,3283.5,2578.8,1.2733,1095.7,0.044,-1.05,,,,,,,,,,,,,
70893607,3272.1,2569.1,1.2736,1095.3,0.011,-1.041,,,,,,,,,,,,,
70924819,3258.6,2558.2,1.2738,1092.7,0.006,-0.182,,,,,,,,,,,,,
70956031,3245.7,2545.7,1.275,1089.3,0.037,0.995,,,,,,,,,,,,,
70987250,3235.6,2532.3,1.2777,1087,0.089,1.661,,,,,,,,,,,,,
71018502,3229.2,2519.4,1.2817,1086.8,0.129,1.281,,,,,,,,,,,,,
71049713,3225.7,2508.6,1.2858,1088.5,0.132,0.095,,,,,,,,,,,,,
71080925,3223.8,2501.3,1.2889,1090.9,0.097,-1.1,,,,,,,,,,,,,
71112122,3223,2497.6,1.2904,1092.3,0.05,-1.511,,,,,,,,,,,,,
71143356,3223.5,2496.8,1.291,1092,0.019,-0.997,,,,,,,,,,,,,
71174607,3225.7,2497.4,1.2916,1089.9,0.019,-0.004,,,,,,,,,,,,,
71205780,3229.6,2497.8,1.293,1087.4,0.043,0.761,,,,,,,,,,,,,
71237031,3234,2497.3,1.295,1085.7,0.065,0.732,,,,,,,,,,,,,
71268237,3236.7,2495.5,1.297,1085.7,0.065,-0.012,,,,,,,,,,,,,
71299449,3236,2492.6,1.2982,1087.3,0.038,-0.867,,,,,,,,,,,,,
71330660,3231.8,2489.5,1.2982,1089.6,-0.002,-1.278,,,,,,,,,,,,,
71361925,3225.7,2487.3,1.2968,1091.4,-0.042,-1.291,,,,,,,,,,,,,
71393144,3219.9,2487.8,1.2943,1091.7,-0.083,-1.294,,,,,,,,,,,,,
71424343,3215.9,2492.3,1.2903,1090.4,-0.126,-1.387,,,,,,,,,,,,,
71455568,3214.2,2501,1.2851,1088.5,-0.166,-1.291,,,,,,,,,,,,,
71486780,3214.9,2513.1,1.2793,1087.2,-0.189,-0.718,,,,,,,,,,,,,
71517991,3218.3,2526.8,1.2737,1087.6,-0.179,0.311,,,,,,,,,,,,,
71549237,3224.4,2540,1.2694,1089.6,-0.136,1.37,,,,,,,,,,,,,
71580462,3232.5,2551.1,1.2671,1092.4,-0.075,1.964,,,,,,,,,,,,,
71611686,3241.5,2559.1,1.2666,1094.3,-0.015,1.921,,,,,,,,,,,,,
71642894,3249.7,2563.9,1.2675,1094.5,0.028,1.359,,,,,,,,,,,,,
71674122,3255.9,2566,1.2689,1092.7,0.045,0.546,,,,,,,,,,,,,
71705343,3259.8,2566.6,1.2701,1090.2,0.038,-0.2,,,,,,,,,,,,,
71736568,3262.1,2567.2,1.2707,1088.5,0.019,-0.633,,,,,,,,,,,,,
71767780,3264.1,2569.1,1.2705,1088.9,-0.005,-0.756,,,,,,,,,,,,,
71798991,3266.8,2573,1.2696,1091.1,-0.028,-0.75,,,,,,,,,,,,,
71830237,3270.5,2579,1.2681,1094,-0.048,-0.624,,,,,,,,,,,,,
71861449,3274.7,2585.7,1.2665,1095.7,-0.054,-0.193,,,,,,,,,,,,,
71892660,3278.4,2590.9,1.2654,1095.1,-0.035,0.614,,,,,,,,,,,,,
71923885,3280.5,2591.7,1.2658,1092.6,0.013,1.517,,,,,,,,,,,,,
71955122,3279.9,2586.3,1.2682,1089.5,0.077,2.044,,,,,,,,,,,,,
71986343,3275.3,2574.2,1.2724,1087.7,0.135,1.867,,,,,,,,,,,,,
72017555,3266.1,2556.5,1.2776,1088,0.167,1.018,,,,,,,,,,,,,
72048781,3252.7,2536,1.2826,1090.2,0.162,-0.152,,,,,,,,,,,,,
72081097,3236.9,2516.1,1.2865,1092.7,0.12,-1.309,,,,,,,,,,,,,
72111237,3221.2,2499.9,1.2885,1094,0.068,-1.718,,,,,,,,,,,,,
72142452,3207.7,2489.1,1.2887,1093.3,0.007,-1.959,,,,,,,,,,,,,
72173660,3197.6,2483.3,1.2877,1091.1,-0.034,-1.315,,,,,,,,,,,,,
72204872,3190.9,2481.1,1.2861,1088.9,-0.051,-0.521,,,,,,,,,,,,,
72236122,3186.9,2480.9,1.2846,1087.9,-0.048,0.073,,,,,,,,,,,,,
72267307,3184.8,2481.6,1.2834,1088.7,-0.038,0.344,,,,,,,,,,,,,
72298517,3184.5,2482.6,1.2828,1090.5,-0.02,0.559,,,,,,,,,,,,,
72329780,3186.5,2483.5,1.2831,1092.2,0.01,0.961,,,,,,,,,,,,,
72360991,3191.2,2483.8,1.2848,1092.6,0.056,1.473,,,,,,,,,,,,,
72392197,3198.5,2482.8,1.2882,1091.1,0.11,1.74,,,,,,,,,,,,,
72423409,3207.3,2480.2,1.2932,1088.4,0.157,1.507,,,,,,,,,,,,,
72454660,3216.2,2476.3,1.2988,1085.8,0.18,0.719,,,,,,,,,,,,,
72485871,3223.6,2472.4,1.3038,1084.5,0.163,-0.541,,,,,,,,,,,,,
72517091,3228.6,2470.5,1.3069,1085,0.096,-2.123,,,,,,,,,,,,,
72548296,3230.6,2472.9,1.3064,1087.1,-0.014,-3.531,,,,,,,,,,,,,
72579553,3230.1,2480.9,1.302,1089.5,-0.142,-4.12,,,,,,,,,,,,,
72610727,3228.1,2494.4,1.2941,1090.8,-0.251,-3.486,,,,,,,,,,,,,
72641991,3226.3,2511.2,1.2848,1090.4,-0.299,-1.546,,,,,,,,,,,,,
72673197,3226.5,2528.1,1.2763,1088.7,-0.273,0.849,,,,,,,,,,,,,
72704409,3230,2542.3,1.2705,1086.9,-0.184,2.845,,,,,,,,,,,,,
72735660,3236.7,2552,1.2683,1086.4,-0.072,3.592,,,,,,,,,,,,,
72766872,3245.1,2557.3,1.269,1087.9,0.022,3.019,,,,,,,,,,,,,
72798093,3253.3,2559.2,1.2712,1090.7,0.073,1.623,,,,,,,,,,,,,
72829303,3259.7,2559.4,1.2736,1093.3,0.076,0.109,,,,,,,,,,,,,
72860515,3263.9,2559.8,1.2751,1094.2,0.047,-0.949,,,,,,,,,,,,,
72891766,3266.6,2561.3,1.2754,1092.5,0.009,-1.214,,,,,,,,,,,,,
72922978,3268.4,2563.5,1.275,1089.2,-0.012,-0.679,,,,,,,,,,,,,
72954197,3269.6,2564.6,1.2749,1086,-0.003,0.29,,,,,,,,,,,,,
72985409,3269.6,2562.6,1.2759,1084.8,0.033,1.159,,,,,,,,,,,,,
73016621,3267.7,2556,1.2785,1086.2,0.083,1.591,,,,,,,,,,,,,
73047856,3263.3,2544.5,1.2825,1089.4,0.129,1.494,,,,,,,,,,,,,
73079091,3256.2,2529.3,1.2874,1092.5,0.156,0.861,,,,,,,,,,,,,
73110303,3246.4,2512.7,1.292,1093.7,0.149,-0.234,,,,,,,,,,,,,
73141515,3234.5,2497.1,1.2953,1092.5,0.105,-1.389,,,,,,,,,,,,,
73172713,3221.8,2484.5,1.2968,1089.7,0.046,-1.902,,,,,,,,,,,,,
73203978,3210.6,2475.7,1.2969,1087,0.004,-1.345,,,,,,,,,,,,,
73235197,3203.5,2470,1.297,1086,0.004,-0.007,,,,,,,,,,,,,
73266409,3201.8,2466,1.2984,1086.8,0.044,1.304,,,,,,,,,,,,,
73297612,3205.1,2462.5,1.3016,1088.7,0.102,1.834,,,,,,,,,,,,,
73328833,3211.3,2458.9,1.306,1090.2,0.142,1.282,,,,,,,,,,,,,
73360091,3217.8,2455.8,1.3103,1090.3,0.138,-0.114,,,,,,,,,,,,,
73391303,3222.8,2454.5,1.313,1088.9,0.087,-1.627,,,,,,,,,,,,,
73422502,3225.8,2456,1.3134,1087,0.013,-2.378,,,,,,,,,,,,,
73453727,3227.5,2460,1.312,1085.8,-0.047,-1.917,,,,,,,,,,,,,
73484949,3228.8,2465.1,1.3098,1086,-0.07,-0.763,,,,,,,,,,,,,
73516197,3230.4,2470.2,1.3078,1087.6,-0.065,0.183,,,,,,,,,,,,,
73547414,3232.5,2474.6,1.3063,1089.7,-0.048,0.548,,,,,,,,,,,,,
73578607,3235.6,2478.6,1.3054,1091.1,-0.028,0.632,,,,,,,,,,,,,
73609833,3240.1,2482.4,1.3052,1090.9,-0.006,0.7,,,,,,,,,,,,,
73641091,3246.2,2486.3,1.3056,1089.1,0.013,0.598,,,,,,,,,,,,,
73672303,3253.2,2490.7,1.3061,1086.8,0.017,0.131,,,,,,,,,,,,,
73703502,3259.8,2495.7,1.3062,1085.3,0,-0.522,,,,,,,,,,,,,
73734727,3265,2501.3,1.3053,1085.6,-0.027,-0.87,,,,,,,,,,,,,
73765938,3268.8,2507,1.3039,1087.9,-0.046,-0.614,,,,,,,,,,,,,
73797144,3271.4,2511.7,1.3025,1090.8,-0.045,0.03,,,,,,,,,,,,,
73828409,3273,2514.7,1.3015,1093,-0.03,0.472,,,,,,,,,,,,,
73859621,3273.5,2516.4,1.3009,1093.1,-0.022,0.272,,,,,,,,,,,,,
73890819,3272.7,2518,1.2997,1091.3,-0.037,-0.483,,,,,,,,,,,,,
73922031,3270.9,2521.3,1.2973,1088.8,-0.077,-1.277,,,,,,,,,,,,,
73953290,3268.4,2526.9,1.2934,1087.4,-0.124,-1.524,,,,,,,,,,,,,
73984491,3265.8,2534.4,1.2886,1087.9,-0.156,-1.003,,,,,,,,,,,,,
74015713,3262.8,2541.5,1.2838,1090.2,-0.153,0.076,,,,,,,,,,,,,
74046925,3258.6,2545.6,1.2801,1092.7,-0.119,1.09,,,,,,,,,,,,,
74078144,3252.2,2544.8,1.278,1093.7,-0.067,1.673,,,,,,,,,,,,,
74109396,3243.3,2538.3,1.2777,1092.3,-0.008,1.895,,,,,,,,,,,,,
74140607,3232.8,2526.6,1.2795,1089.1,0.056,2.042,,,,,,,,,,,,,
74171811,3222,2510.7,1.2833,1085.8,0.122,2.108,,,,,,,,,,,,,
74203031,3212.5,2492.6,1.2888,1083.9,0.177,1.768,,,,,,,,,,,,,
74234250,3205.5,2475,1.2952,1084.3,0.203,0.833,,,,,,,,,,,,,
74265502,3201.6,2460.7,1.3011,1086.5,0.19,-0.426,,,,,,,,,,,,,
74296674,3201,2451.6,1.3056,1089.1,0.146,-1.394,,,,,,,,,,,,,
74327932,3203.2,2447.9,1.3085,1090.6,0.092,-1.724,,,,,,,,,,,,,
74359144,3207.3,2448.1,1.3101,1090.4,0.05,-1.343,,,,,,,,,,,,,
74390356,3212.3,2450.2,1.311,1088.6,0.029,-0.671,,,,,,,,,,,,,
74421568,3216.9,2452.4,1.3117,1086.5,0.023,-0.22,,,,,,,,,,,,,
74452818,3220.3,2454.3,1.3121,1085.4,0.012,-0.324,,,,,,,,,,,,,
74484018,3221.9,2456.3,1.3117,1086.1,-0.014,-0.849,,,,,,,,,,,,,
74515237,3221.8,2459.5,1.3099,1088.1,-0.056,-1.359,,,,,,,,,,,,,
74546449,3220.6,2464.6,1.3067,1090.4,-0.102,-1.465,,,,,,,,,,,,,
74577713,3219.4,2471.7,1.3025,1091.6,-0.135,-1.046,,,,,,,,,,,,,
74608885,3218.8,2479.8,1.298,1090.8,-0.145,-0.315,,,,,,,,,,,,,
74640144,3219.6,2488.1,1.294,1088.5,-0.127,0.554,,,,,,,,,,,,,
74671356,3222,2495.2,1.2913,1086,-0.088,1.277,,,,,,,,,,,,,
74702568,3226.3,2500.6,1.2902,1084.7,-0.034,1.725,,,,,,,,,,,,,
74733833,3232.4,2504.2,1.2908,1085.5,0.018,1.66,,,,,,,,,,,,,
74765044,3239.8,2506.8,1.2924,1087.9,0.051,1.061,,,,,,,,,,,,,
74796250,3247.8,2509.6,1.2942,1090.3,0.056,0.143,,,,,,,,,,,,,
74827449,3255.3,2513.4,1.2952,1091.2,0.033,-0.747,,,,,,,,,,,,,
74858713,3261.2,2518.5,1.2949,1090,-0.009,-1.328,,,,,,,,,,,,,
74889938,3264.8,2524.5,1.2932,1087.2,-0.054,-1.426,,,,,,,,,,,,,
74921144,3265.3,2530.1,1.2906,1084.8,-0.085,-1.005,,,,,,,,,,,,,
74952358,3262.3,2533.4,1.2877,1084.2,-0.091,-0.181,,,,,,,,,,,,,
74983568,3256.2,2532.6,1.2857,1085.9,-0.064,0.853,,,,,,,,,,,,,
75014780,3248.1,2526.5,1.2856,1088.8,-0.005,1.881,,,,,,,,,,,,,
75046031,3239.7,2515.4,1.288,1091.1,0.076,2.601,,,,,,,,,,,,,
75077250,3233,2500.3,1.293,1091.6,0.162,2.753,,,,,,,,,,,,,
75108462,3229.2,2483.6,1.3002,1089.9,0.23,2.177,,,,,,,,,,,,,
75139674,3228.5,2467.6,1.3083,1087,0.261,0.978,,,,,,,,,,,,,
75170885,3229.7,2454.2,1.316,1084.7,0.245,-0.505,,,,,,,,,,,,,
75202122,3231.1,2444.4,1.3218,1083.8,0.187,-1.843,,,,,,,,,,,,,
75233356,3231,2438.4,1.325,1084.6,0.103,-2.681,,,,,,,,,,,,,
75264568,3229.2,2436.1,1.3255,1086.2,0.015,-2.826,,,,,,,,,,,,,
75295780,3226,2436.9,1.3238,1087.4,-0.054,-2.208,,,,,,,,,,,,,
75327031,3222.7,2439.4,1.3211,1087.3,-0.088,-1.099,,,,,,,,,,,,,
75358250,3220,2442.6,1.3183,1086,-0.091,-0.092,,,,,,,,,,,,,
75389462,3218.2,2445.8,1.3158,1084.3,-0.078,0.397,,,,,,,,,,,,,
75420674,3217.5,2449.1,1.3137,1083.3,-0.067,0.361,,,,,,,,,,,,,
75451885,3217.8,2453.2,1.3117,1083.9,-0.065,0.081,,,,,,,,,,,,,
75483144,3218.9,2458.2,1.3095,1085.9,-0.071,-0.211,,,,,,,,,,,,,
75514356,3220.4,2464.3,1.3068,1088.4,-0.084,-0.416,,,,,,,,,,,,,
75545568,3221.7,2471,1.3038,1090,-0.097,-0.413,,,,,,,,,,,,,
75576780,3222.6,2477.8,1.3006,1089.8,-0.102,-0.151,,,,,,,,,,,,,
75608004,3223.8,2484.1,1.2977,1087.9,-0.092,0.308,,,,,,,,,,,,,
75639197,3225.9,2489.8,1.2956,1085.7,-0.068,0.785,,,,,,,,,,,,,
75670449,3229.6,2494.7,1.2946,1084.7,-0.034,1.081,,,,,,,,,,,,,
75701674,3234.8,2498.8,1.2945,1085.9,-0.001,1.052,,,,,,,,,,,,,
75732885,3240.6,2501.9,1.2952,1088.7,0.022,0.755,,,,,,,,,,,,,
75764122,3245.4,2503.7,1.2963,1091.7,0.033,0.334,,,,,,,,,,,,,
75795343,3247.7,2503.6,1.2972,1093.1,0.03,-0.083,,,,,,,,,,,,,
75826555,3246.2,2501.4,1.2978,1092.3,0.017,-0.411,,,,,,,,,,,,,
75857780,3240.7,2497,1.2978,1089.5,0.002,-0.511,,,,,,,,,,,,,
75888991,3231.6,2490.4,1.2976,1086.5,-0.006,-0.255,,,,,,,,,,,,,
75920197,3220.3,2481.5,1.2977,1084.8,0.004,0.33,,,,,,,,,,,,,
75951409,3208.9,2470.7,1.2988,1085.2,0.034,0.957,,,,,,,,,,,,,
75982659,3199,2458.8,1.301,1087.2,0.073,1.24,,,,,,,,,,,,,
76013886,3191.7,2447,1.3043,1089.3,0.104,1.017,,,,,,,,,,,,,
76045044,3186.9,2436.6,1.3079,1090.1,0.117,0.411,,,,,,,,,,,,,
76076343,3184.3,2428.3,1.3113,1089,0.107,-0.311,,,,,,,,,,,,,
76107568,3183.1,2422.6,1.3139,1086.7,0.083,-0.783,,,,,,,,,,,,,
76138766,3183.4,2419.8,1.3156,1084.6,0.054,-0.912,,,,,,,,,,,,,
76169991,3185.8,2419.6,1.3167,1083.9,0.034,-0.654,,,,,,,,,,,,,
76201197,3190.3,2421.5,1.3175,1085.3,0.027,-0.228,,,,,,,,,,,,,
76232409,3196.4,2424.6,1.3183,1088,0.027,-0.004,,,,,,,,,,,,,
76263674,3203.1,2428.5,1.319,1090.7,0.021,-0.181,,,,,,,,,,,,,
76294872,3209.5,2433.2,1.319,1092,0.002,-0.616,,,,,,,,,,,,,
76326091,3215,2439.1,1.3181,1091.1,-0.029,-0.996,,,,,,,,,,,,,
76357303,3219.2,2445.8,1.3162,1088.6,-0.062,-1.054,,,,,,,,,,,,,
76388554,3221.8,2452.7,1.3136,1085.9,-0.084,-0.713,,,,,,,,,,,,,
76419780,3223.1,2459,1.3107,1084.4,-0.09,-0.176,,,,,,,,,,,,,
76450978,3223.7,2464.4,1.3081,1085.1,-0.085,0.16,,,,,,,,,,,,,
76482197,3223.9,2469.7,1.3054,1087.4,-0.087,-0.071,,,,,,,,,,,,,
76513449,3224.1,2476.6,1.3019,1089.8,-0.113,-0.815,,,,,,,,,,,,,
76544674,3224.2,2486,1.2969,1090.8,-0.159,-1.474,,,,,,,,,,,,,
76575872,3223.7,2497.6,1.2907,1089.6,-0.198,-1.271,,,,,,,,,,,,,
76607044,3222.7,2508.7,1.2846,1086.8,-0.197,0.049,,,,,,,,,,,,,
76638290,3220.9,2515.7,1.2803,1084.1,-0.137,1.908,,,,,,,,,,,,,
76669515,3217.9,2515.5,1.2792,1083.1,-0.035,3.272,,,,,,,,,,,,,
76700766,3213.1,2507,1.2816,1084.4,0.077,3.59,,,,,,,,,,,,,
76731957,3206.3,2491.5,1.2869,1087,0.169,2.946,,,,,,,,,,,,,
76763197,3198.3,2471.9,1.2939,1089.2,0.223,1.734,,,,,,,,,,,,,
76794409,3189.9,2451.2,1.3013,1089.8,0.239,0.49,,,,,,,,,,,,,
76825660,3181.9,2432.1,1.3083,1088.4,0.223,-0.504,,,,,,,,,,,,,
76856872,3174.7,2415.5,1.3143,1086.1,0.194,-0.936,,,,,,,,,,,,,
76888044,3168.6,2401.2,1.3196,1084.3,0.169,-0.797,,,,,,,,,,,,,
76919290,3164.1,2388.9,1.3245,1083.9,0.158,-0.346,,,,,,,,,,,,,
76950554,3162.1,2378.6,1.3294,1085.1,0.156,-0.07,,,,,,,,,,,,,
76981766,3163,2371.2,1.3339,1086.8,0.144,-0.381,,,,,,,,,,,,,
77012978,3166.8,2368.2,1.3372,1087.9,0.107,-1.176,,,,,,,,,,,,,
77044184,3172.9,2370.1,1.3387,1087.4,0.047,-1.933,,,,,,,,,,,,,
77075396,3180.1,2376.9,1.3379,1085.5,-0.024,-2.275,,,,,,,,,,,,,
