us,Red,IR,Ratio,Ambient,drdt,ddrdt,R+IR,dRed/dt (~7sec),dIR/dt,dRed/dIR,dRed*dIR/dt,dRed/dt*dIR/dt,ddRed/dt^2,d(R*|IR|)/dt,d(R+IR)/dt,dd(R+IR)/dt^2,R+IR,,Notes
326767615,74.5,97.5,0.5636,-2.3,0.475,-48.294,172,0.0002818254604,0.0003106485188,1.102272727,0.002733706966,0.00000008754866183,-0.000000005033585898,0.04788759007,0.0005924739792,-0.00000000750131913,172,,
326798866,76.4,102.3,0.7468,-1.3,-0.531,-32.212,178.7,0.00006079805446,0.000153595085,2.526315789,0.0002918306614,0.00000000933828234,-0.000000007078539821,0.0176624748,0.0002143931394,-0.00000001210827349,178.7,,
326830038,70.4,99.9,0.7044,1.5,-1.36,-26.568,170.3,-0.0001924804312,-0.00007699217246,0.4,0.0004619530348,0.00000001481948655,-0.000000008104652191,-0.02511099705,-0.0002694726036,-0.00000001548320831,170.3,,
326861337,56.1,88.7,0.632,4.5,-2.316,-30.548,144.8,-0.0004568836065,-0.0003578389086,0.7832167832,0.005117096393,0.0000001634907311,-0.000000008482072865,-0.06571743506,-0.0008147225151,-0.00000001749165634,144.8,,
326892562,35,68.8,0.5084,5.8,-3.956,-52.535,103.8,-0.0006757405925,-0.0006373098479,0.9431279621,0.01344723779,0.0000004306561342,-0.000000006992459375,-0.08224403523,-0.00131305044,-0.00000001592152865,103.8,,
326923774,10.3,42.1,0.56716,4.7,-8.467,-144.515,52.4,-0.0007913622966,-0.0008554402153,1.08097166,0.02112937332,0.0000006769631333,-0.000000003702856816,-0.06325676022,-0.001646802512,-0.00000001068861718,52.4,,
326986231,-34.6,-16.1,0.89988,-1.5,104.731,4757.026,-50.7,-0.0007188945995,-0.0009318411067,1.296213808,0.04183966569,0.0000006698955392,0.000000002321789602,-0.01586195302,-0.001650735706,-0.0000000001260154528,-50.7,,
327017456,-49.6,-40.3,0.6778,-3.1,-29.284,-4291.905,-89.9,-0.0004803843074,-0.000775020016,1.613333333,0.01162530024,0.0000003723074536,0.000000003818792002,-0.04617518014,-0.001255404323,0.000000006329656927,-89.9,,
327048648,-59.1,-58.5,0.60882,-2.4,-7.096,711.344,-117.6,-0.0003045652731,-0.0005834829443,1.915789474,0.005543087971,0.0000001777086423,0.000000005630713669,-0.04675782252,-0.0008880482175,0.00000001176480724,-117.6,,
327079866,-64.2,-70.8,0.58806,0.1,-3.324,120.806,-135,-0.0001633672881,-0.0003940034595,2.411764706,0.002009417644,0.00000006436727669,0.000000004526737146,-0.03485200846,-0.0005573707476,0.00000001060135515,-135,,
327111085,-66.2,-78,0.5765,2.4,-1.851,47.187,-144.2,-0.00006406355104,-0.0002306287838,3.6,0.0004612575675,0.00000001477489886,0.000000003180976906,-0.0198033249,-0.0002946923348,0.00000000841432548,-144.2,,
327142305,-66.4,-81,0.57062,3,-0.943,29.107,-147.4,-0.000006406149904,-0.00009609224856,15,0.00001921844971,0.0000000006155813489,0.00000000184686893,-0.006880204997,-0.0001024983985,0.000000006156313025,-147.4,,
327173562,-66,-80.7,0.57024,1,-0.061,28.202,-146.7,0.00001279713344,0.000009597850082,0.75,0.000003839140033,0.0000000001228249683,0.0000000006150955588,0.001670025914,0.00002239498352,0.000000004000428635,-146.7,,
327204774,-65.8,-77.5,0.57664,-2.5,1.028,34.889,-143.3,0.000006407791875,0.00010252467,16,0.000020504934,0.0000000006569567474,-0.0000000002044131416,0.00726323209,0.0001089324619,0.000000002768579145,-143.3,,
327235985,-66.1,-71.8,0.59088,-5.3,2.282,40.177,-137.9,-0.000009611995771,0.0001826279196,-19,-0.00005478837589,-0.000000001755418791,-0.0000000005132573256,0.01132677582,0.0001730159239,0.000000002053167436,-137.9,,
327267191,-65.6,-63.7,0.61254,-5.7,3.469,38.061,-129.3,0.00001602255976,0.0002595654682,16.2,0.0001297827341,0.000000004158903227,0.000000000821330798,0.0181779145,0.0002755880279,0.000000003286408768,-129.3,,
327298403,-62.5,-53.4,0.64058,-3.3,4.49,32.702,-115.9,0.00009932077406,0.0003300012816,3.322580645,0.001023003973,0.00000003277598273,0.000000002669301234,0.02695181341,0.0004293220556,0.000000004926425292,-115.9,,
327329654,-55.8,-41.4,0.6762,0.4,5.699,38.677,-97.2,0.0002143931394,0.0003839877124,1.791044776,0.002572717673,0.00000008232433116,0.000000003686798839,0.032875108,0.0005983808518,0.000000005416467903,-97.2,,
327360866,-46,-28.7,0.7276,3.3,8.235,81.241,-74.7,0.0003139818019,0.0004068947841,1.295918367,0.003987568884,0.0000001277575575,0.000000003186735223,0.03171600666,0.0007208765859,0.00000000391973806,-74.7,,
327392116,-34.4,-16.3,0.82816,3.8,16.09,251.371,-50.7,0.0003712,0.0003968,1.068965517,0.00460288,0.00000014729216,0.000000001833211525,0.02430336,0.000768,0.000000001509785149,-50.7,,
327423337,-22.5,-5,1.2993,1.7,75.454,1901.399,-27.5,0.0003811537106,0.0003619358765,0.9495798319,0.00430703693,0.0000001379532023,0.0000000003185187406,0.0143563627,0.0007430895871,-0.0000000007971332116,-27.5,,
327516972,2.4,26,0.42552,-3.1,9.286,-1719.607,28.4,0.0002659262028,0.0003310727826,1.24497992,0.008243712287,0.00000008804092793,-0.000000003690705225,0.00186789128,0.0005969989854,-0.000000004679241591,28.4,,
327548191,5.4,36.8,0.43634,-0.6,1.731,-242.011,42.2,0.00009609532656,0.0003459431756,3.6,0.001037829527,0.00000003324352243,-0.000000001813754218,0.004366571639,0.0004420385022,-0.000000001654941883,42.2,,
327579443,7.8,47.7,0.43932,2.6,0.477,-40.122,55.5,0.00007679508511,0.0003487776782,4.541666667,0.0008370664277,0.00000002678441149,-0.0000000006182210016,0.005546525022,0.0004255727633,-0.0000000005274268507,55.5,,
327610668,11.1,58.3,0.44488,4.7,0.891,13.261,69.4,0.0001056845476,0.0003394715773,3.212121212,0.001120256205,0.00000003587690008,0.0000000009244036389,0.00880928743,0.0004451561249,0.0000000006266274657,69.4,,
327641879,15.8,67.9,0.45316,4.3,1.326,13.933,83.7,0.0001505879337,0.0003075838647,2.042553191,0.001445644164,0.00000004631841863,0.000000001438058802,0.0136391016,0.0004581717984,0.0000000004168350202,83.7,,
327673085,20.5,76,0.46082,1.9,1.229,-3.098,96.5,0.0001506120618,0.0002595654682,1.723404255,0.0012199577,0.00000003909369033,0,0.01554765109,0.00041017753,-0.000000001537735684,96.5,,
327704620,23.8,81.9,0.46492,-1.1,0.65,-18.379,105.7,0.0001046456318,0.0001870937054,1.787878788,0.0006174092278,0.00000001957853902,-0.000000001472999742,0.01240589821,0.0002917393372,-0.000000003795366042,105.7,,
327735562,24.9,86.3,0.4643,-3.1,-0.101,-24.248,111.2,0.00003555038459,0.0001422015384,4,0.0001564216922,0.000000005055319378,-0.000000002191065396,0.006452394803,0.000177751923,-0.000000003614631815,111.2,,
327766760,24.2,90.7,0.46018,-2.7,-0.66,-17.929,114.9,-0.00002243733573,0.0001410346817,-6.285714286,-0.0000987242772,-0.000000003164442503,-0.000000001874077963,0.001476697224,0.000118597346,-0.000000001911789056,114.9,,
327797985,23.6,96.2,0.45582,-0.3,-0.699,-1.248,119.8,-0.0000192153723,0.0001761409127,-9.166666667,-0.0001056845476,-0.000000003384613215,0.0000000001032746788,0.002414091273,0.0001569255404,0.000000001228546524,119.8,,
327829191,24.4,102.9,0.45422,2.9,-0.255,14.218,127.3,0.00002563609562,0.0002147023008,8.375,0.0001717618407,0.000000005504128715,0.00000000143639609,0.007704928539,0.0002403383965,0.000000002671348472,127.3,,
327860443,26.8,108.9,0.4559,5.2,0.269,16.767,135.7,0.00007679508511,0.0001919877128,2.5,0.0004607705107,0.00000001474371274,0.000000001639395933,0.01304748496,0.0002687827979,0.000000000911504244,135.7,,
327891654,29.2,111.4,0.45914,5.3,0.519,8.013,140.6,0.00007689596617,0.00008009996476,1.041666667,0.0001922399154,0.00000000615936418,0,0.01071288969,0.0001569959309,-0.000000003576950818,140.6,,
327922879,29.6,107.7,0.46172,3.4,0.415,-3.329,137.3,0.0000128102482,-0.0001184947958,-9.25,-0.00004739791833,-0.000000001517947745,-0.0000000020533055,-0.002080384307,-0.0001056845476,-0.00000000841627883,137.3,,
327954116,26.5,95.9,0.4619,0.5,0.026,-12.442,122.4,-0.00009924128437,-0.000377757147,3.806451613,0.001171047156,0.00000003748910445,-0.000000003588519858,-0.02069885072,-0.0004769984313,-0.00000001189155752,122.4,,
327985335,19.4,76.3,0.45762,-1.7,-0.685,-22.776,95.7,-0.0002274256062,-0.0006278228002,2.76056338,0.004457541882,0.0000001427829809,-0.000000004103605398,-0.03398987796,-0.0008552484064,-0.00000001210903656,95.7,,
328016562,9.3,51.3,0.44294,-2,-2.349,-53.289,60.6,-0.0003234380504,-0.0008005892337,2.475247525,0.00808595126,0.0000002589410209,-0.00000000307544906,-0.03212380312,-0.001124027284,-0.000000008609464674,60.6,,
328079025,-16.4,-1.8,2.20736,2.1,291.958,9651.868,-18.2,-0.0004114435746,-0.0008501032611,2.06614786,0.02184765381,0.0000003497695245,-0.000000002818251007,-0.008110561452,-0.001261546836,-0.000000004403866899,-18.2,,
328110231,-30.8,-24.2,0.6611,3.8,-247.75,-17295.008,-55,-0.0004614497212,-0.0007178106774,1.555555556,0.01033647376,0.000000331233537,-0.0000000008005722846,-0.02293917836,-0.001179260399,0.000000001317362872,-55,,
328141443,-45.5,-42.1,0.62322,3.4,-6.07,7743.179,-87.6,-0.0004709727028,-0.0005734973728,1.217687075,0.00843041138,0.0000002701016077,-0.0000000003051650836,-0.03749166987,-0.001044470076,0.000000004319372013,-87.6,,
328172654,-59.3,-55.5,0.62056,1.1,-0.425,180.862,-114.8,-0.0004421518055,-0.0004293358111,0.9710144928,0.005924834193,0.000000189831604,0.0000000009233915594,-0.04407420461,-0.0008714876165,0.000000005542177979,-114.8,,
328203919,-70.5,-65.6,0.62156,-1.8,0.159,18.682,-136.1,-0.0003582280505,-0.0003230449384,0.9017857143,0.00361810331,0.0000001157237585,0.000000002688915924,-0.04265632496,-0.000681272989,0.000000006094473986,-136.1,,
328235116,-77.5,-73.8,0.61676,-3.5,-0.769,-29.769,-151.3,-0.0002243805494,-0.0002628457865,1.171428571,0.001839920505,0.00000005897748198,0.000000004281065125,-0.03508991249,-0.0004872263359,0.000000006206513773,-151.3,,
328266350,-79.7,-80.7,0.60408,-2.7,-2.03,-40.361,-160.4,-0.00007043606326,-0.0002209131075,3.136363636,0.0004860088365,0.00000001556024962,0.000000004934592626,-0.02280495614,-0.0002913491708,0.000000006278717989,-160.4,,
328297548,-77,-86,0.58596,0.1,-2.904,-28.007,-163,0.00008654400923,-0.0001698826848,-1.962962963,-0.0004586832489,-0.00000001470232864,0.000000005025935599,-0.006096865184,-0.00008333867556,0.000000006659745637,-163,,
328328794,-70.2,-88,0.56624,3.1,-3.154,-8.01,-158.2,0.0002176278564,-0.00006400819305,-0.2941176471,-0.0004352557127,-0.00000001392996584,0.000000004201674695,0.0142226205,0.0001536196633,0.000000007595305432,-158.2,,
328360025,-60.2,-85.3,0.7058,4.5,-2.94,6.861,-145.5,0.0003201946784,0.00008645256316,0.27,0.0008645256316,0.00000002768165065,0.000000003282558471,0.033381576,0.0004066472415,0.000000008097919036,-145.5,,
328391231,-48.2,-76.8,0.6273,3.3,-2.517,13.551,-125,0.0003845414343,0.000272383516,0.7083333333,0.003268602192,0.0000001047427479,0.000000002060348883,0.04593026982,0.0006569249503,0.000000008013759047,-125,,
328422443,-35.4,-63.1,0.5613,0.2,-2.115,12.889,-98.5,0.00041009868,0.0004389337434,1.0703125,0.005618351916,0.0000001800061488,0.0000000008189849918,0.04703383314,0.0008490324234,0.000000006156106938,-98.5,,
328453668,-23.5,-46.8,0.5028,-2.9,-1.873,7.748,-70.3,0.0003811048839,0.0005220176141,1.369747899,0.006212009608,0.0000001989434622,-0.000000000928931055,0.03631513211,0.000903122498,0.000000001732989702,-70.3,,
328484925,-14.1,-31.1,0.4526,-4.3,-1.607,8.495,-45.2,0.0003007326359,0.0005022874876,1.670212766,0.004721502383,0.0000001510542401,-0.000000002573971113,0.02115654093,0.0008030201235,-0.000000003205840657,-45.2,,
328516138,-8.6,-18.9,0.4584,-3,0.188,57.506,-27.5,0.000176208631,0.0003908627815,2.218181818,0.002149745298,0.00000006887339565,-0.000000003983875768,0.008841508346,0.0005670714126,-0.000000007548667848,-27.5,,
328547337,-8.2,-11,0.54384,0,9.158,287.503,-19.2,0.00001282092375,0.000253213244,19.75,0.0001012852976,0.000000003246427693,-0.000000005234604404,0.00231866406,0.0002660341678,-0.000000009644611053,-19.2,,
328578562,-12.6,-6.5,0.76534,2.9,38.762,948.112,-19.1,-0.0001409127302,0.0001441152922,-1.022727273,-0.0006341072858,-0.00000002030767929,-0.000000004927518636,0.0002658126501,0.00000320256205,-0.000000008424359938,-19.1,,
328609774,-20.5,-2.7,1.865,3.9,177.582,4447.65,-23.2,-0.0002531077791,0.0001217480456,-0.4810126582,-0.0009618095604,-0.00000003081537743,-0.000000003593116057,0.0008506343714,-0.0001313597334,-0.000000004309441008,-23.2,,
328828350,13.9,66.8,0.40826,5,12.308,-103.036,80.7,0.0001573823293,0.0003179672059,2.020348837,0.01093807188,0.00000005004241949,0.0000000131516759,0.004501271869,0.0004753495352,0.00000001943833361,80.7,,
328859601,37.6,78.3,0.4805,6.3,8.727,-114.57,115.9,0.000758375732,0.0003679882244,0.4852320675,0.008721320918,0.000000279073339,0.000000002749585511,0.06449585613,0.001126363956,0.000000002978435058,115.9,,
328890813,56.1,86.1,0.6514,5.2,5.475,-104.191,142.2,0.0005927207484,0.0002499038831,0.4216216216,0.004623221838,0.0000001481232166,-0.000000005300789848,0.06042964245,0.0008426246316,-0.000000009079367854,142.2,,
328922038,65.2,87.2,0.55928,2.4,3.084,-76.58,152.4,0.0002914331465,0.00003522818255,0.1208791209,0.0003205764612,0.00000001026666009,-0.000000009652941238,0.02738927142,0.0003266613291,-0.00000001653092729,152.4,,
328953229,63.6,79.8,0.6076,-0.5,1.558,-48.934,143.4,-0.00005129684845,-0.0002372479241,4.625,0.0003795966785,0.00000001217007081,-0.00000001097614075,-0.01956205316,-0.0002885447725,-0.00000001970235714,143.4,,
328984465,52.8,64.9,0.8137,-2.1,0.559,-31.993,117.7,-0.0003457548982,-0.0004770137021,1.37962963,0.005151747983,0.000000164929824,-0.00000000944048122,-0.05277756435,-0.0008227686003,-0.00000001712749921,117.7,,
329015707,36.7,45.9,0.7994,-1.7,-0.458,-32.549,82.6,-0.000515331925,-0.0006081556879,1.180124224,0.009791306574,0.0000003134020413,-0.000000005428897003,-0.05576435568,-0.001123487613,-0.00000000962732144,82.6,,
329046930,19.3,27.1,0.7115,0.3,-2.814,-75.451,46.4,-0.0005572814912,-0.0006021202319,1.08045977,0.01047689203,0.0000003355504607,-0.000000001342729858,-0.03720014092,-0.001159401723,-0.000000001149545812,46.4,,
329078116,4.1,12.3,0.66208,2.3,-12.091,-297.475,16.4,-0.0004873981915,-0.0004745719233,0.9736842105,0.007213493234,0.0000002313054972,0.000000002238199395,-0.01515423588,-0.0009619701148,0.000000006323274775,16.4,,
329140601,-13.9,-1,3.45184,1.1,525.408,19405.359,-14.9,-0.0002880691366,-0.0002128510843,0.7388888889,0.003831319517,0.00000006131582807,0.000000006391619794,-0.001029527087,-0.0005009202209,0.00000001478387398,-14.9,,
329171813,-18.1,-2.3,2.18216,-2.2,-200.122,-23245.197,-20.4,-0.0001345636294,-0.00004165064719,0.3095238095,0.0001749327182,0.000000005604662251,0.000000002456677718,-0.0008884403435,-0.0001762142766,0.000000005196542279,-20.4,,
329204740,-21.3,-3.1,1.93114,-5.2,-35.448,5001.186,-24.4,-0.00009718468126,-0.00002429617032,0.25,0.00007774774501,0.000000002361215568,0.0000000011975826,-0.0007410331946,-0.0001214808516,0.000000001753601979,-24.4,,
329234231,-24.8,-5.3,1.51182,-6.2,-71.094,-1208.713,-30.1,-0.0001186802753,-0.00007459903021,0.6285714286,0.0002610966057,0.000000008853433446,-0.0000000006528257683,-0.002217964803,-0.0001932793056,-0.000000002180534333,-30.1,,
329265495,-28.4,-9.1,1.1932,-4.4,-50.956,644.11,-37.5,-0.0001151484135,-0.0001215455476,1.055555556,0.0004375639713,0.00000001399577697,0.0000000001197606669,-0.004062180143,-0.0002366939611,-0.000000001472132364,-37.5,,
329296707,-31.3,-13.9,1.01954,-0.7,-27.818,741.309,-45.2,-0.00009291298219,-0.000153787005,1.655172414,0.0004459823145,0.00000001428880926,0.000000000711215178,-0.005659041394,-0.0002466999872,-0.0000000003200494524,-45.2,,
329327919,-32.3,-18.2,0.9248,2.8,-15.178,404.981,-50.5,-0.00003203895937,-0.0001377675253,4.3,0.0001377675253,0.000000004413928147,0.000000001950340344,-0.004895232603,-0.0001698064847,0.000000002463587803,-50.5,,
329359138,-30.3,-20.3,0.86716,4,-9.232,190.478,-50.6,0.00006406355104,-0.00006726672859,-1.05,-0.0001345334572,-0.000000004309345501,0.000000003079024427,-0.0008722252474,-0.000003203177552,0.000000005337796589,-50.6,,
329390390,-25,-19.3,0.82768,2.2,-6.315,93.323,-44.3,0.0001695891463,0.00003199795213,0.1886792453,0.0001695891463,0.000000005426505385,0.000000003380172179,0.004242608473,0.0002015870984,0.000000006559796149,-44.3,,
329421615,-17.2,-14.7,0.80326,-1.5,-3.911,77.004,-31.9,0.0002497998399,0.0001473178543,0.5897435897,0.001149079263,0.00000003679997641,0.000000002566577933,0.007355004003,0.0003971176942,0.000000006256578642,-31.9,,
329452812,-9,-7,0.82824,-4.8,4.005,253.719,-16,0.0002628457865,0.0002468186044,0.9390243902,0.002023912556,0.00000006487523017,0.0000000004178045342,0.0060852005,0.0005096643908,0.000000003604377795,-16,,
329515297,1.7,12.2,0.59682,-3.7,32.722,3280.138,13.9,0.0001712410979,0.0003072737457,1.794392523,0.003287829079,0.00000005261789356,-0.000000002936330051,0.001340161639,0.0004785148436,-0.0000000009984789321,13.9,,
329546495,3.4,20.1,0.60318,-0.2,1.019,-1016.185,23.5,0.00005449067248,0.0002532213603,4.647058824,0.0004304763126,0.00000001379820221,-0.000000001868455235,0.001525738829,0.0003077120328,-0.000000002733501012,23.5,,
329577707,3.8,25.3,0.59968,2.8,-0.561,-50.624,29.1,0.00001281558375,0.0001666025887,13,0.0000666410355,0.000000002135109429,-0.000000001335825653,0.0008906830706,0.0001794181725,-0.000000004112246308,29.1,,
329608972,4.1,27.8,0.59876,3.3,-0.147,13.253,31.9,0.000009595394211,0.00007996161842,8.333333333,0.00002398848553,0.0000000007672632505,-0.0000000001031715218,0.0005706061091,0.00008955701263,-0.00000000287905805,31.9,,
329640191,5.2,28.6,0.60524,1.3,1.036,37.903,33.8,0.00003523495307,0.00002562542042,0.7272727273,0.00002818796246,0.0000000009029104859,0.0000000008200722489,0.001112783882,0.00006086037349,-0.0000000009178518837,33.8,,
329671403,7.8,29.5,0.62218,-1.7,2.713,53.722,37.3,0.00008330129437,0.00002883506344,0.3461538462,0.00007497116494,0.000000002401998108,0.000000001539650255,0.002607330514,0.0001121363578,0.000000001642460819,37.3,,
329702601,12.7,32.5,0.64726,-3.7,4.02,41.899,45.2,0.0001570613501,0.00009616001026,0.612244898,0.0004711840503,0.00000001510302104,0.000000002363195428,0.005854541958,0.0002532213603,0.000000004520216665,45.2,,
329733866,20.4,39.7,0.513,-3.4,3.926,-3.032,60.1,0.0002462817847,0.0002302894611,0.9350649351,0.00177322885,0.00000005671609948,0.000000002859812637,0.01270206301,0.0004765712458,0.000000007159109092,60.1,,
329765034,31.1,51.6,0.6021,-1,2.858,-34.257,82.7,0.0003433008214,0.000381801848,1.112149533,0.004085279774,0.000000131072888,0.000000003103119674,0.02550308008,0.0007251026694,0.000000007949189944,82.7,,
329796272,44.5,67.4,0.6598,2.2,1.847,-32.362,111.9,0.0004289647225,0.000505794225,1.179104478,0.006777642615,0.0000002169678793,0.000000002748456786,0.04464242269,0.0009347589474,0.000000006726651631,111.9,,
329827509,58.9,84.5,0.697,4.2,1.191,-20.999,143.4,0.0004609917726,0.0005474277299,1.1875,0.007882959311,0.0000002523596796,0.000000001025259304,0.06331433876,0.001008419503,0.000000002358043251,143.4,,
329858760,71.8,99.9,0.7182,4,0.679,-16.379,171.7,0.0004127867908,0.0004927842309,1.19379845,0.006356916579,0.0000002034148212,-0.000000001543201388,0.0702623916,0.0009055710217,-0.000000003292521074,171.7,,
329889932,80.3,111.1,0.7228,1.7,0.147,-17.071,191.4,0.0002726806108,0.0003592968048,1.317647059,0.003054022841,0.0000000979732722,-0.000000004483254296,0.05609232645,0.0006319774156,-0.000000008754715244,191.4,,
329921191,82.3,116,0.7099,-1.3,-0.412,-17.871,198.3,0.00006398157331,0.0001567548546,2.45,0.0003135097092,0.00000001002942222,-0.00000000669508012,0.02000927733,0.0002207364279,-0.00000001319264044,198.3,,
329952393,77.4,113.5,0.682,-3.4,-0.896,-15.533,190.9,-0.0001570412153,-0.00008012306903,0.5102040816,0.0003926030383,0.00000001258262414,-0.000000007070692876,-0.02441830652,-0.0002371642843,-0.00000001464860399,190.9,,
329983615,66.4,103.3,0.6429,-3.6,-1.252,-11.401,169.7,-0.0003523156748,-0.0003266927167,0.9272727273,0.003593619883,0.0000001150989649,-0.000000006258395601,-0.06168022548,-0.0006790083915,-0.00000001416076236,169.7,,
330014866,50.6,85.5,0.5922,-1.8,-1.62,-11.771,136.1,-0.0005055838213,-0.0005695817734,1.126582278,0.008999392019,0.0000002879713295,-0.000000004908979132,-0.08104764648,-0.001075165595,-0.00000001268839931,136.1,,
330046085,31.6,61.3,0.5156,0.7,-2.454,-26.711,92.9,-0.0006086037349,-0.0007751689676,1.273684211,0.01472821038,0.0000004717707289,-0.000000003296531746,-0.07653095871,-0.001383772703,-0.000000009875111447,92.9,,
330077297,10.8,32.4,0.55332,2.3,-5.822,-107.917,43.2,-0.000666410355,-0.0009259259259,1.389423077,0.01925925926,0.000000617046625,-0.000000001851648678,-0.05085095476,-0.001592336281,-0.000000006680661725,43.2,,
330139721,-29.7,-30.1,0.65066,0.2,391.878,24440.266,-59.8,-0.0006487889273,-0.00100121748,1.543209877,0.04054930796,0.0000006495788152,0.0000000005645722048,-0.01992647059,-0.001650006408,-0.000000001847690852,-59.8,,
330170974,-46.7,-57.4,0.59052,-2.4,-5.55,-12716.447,-104.1,-0.000543947781,-0.0008735161425,1.605882353,0.01484977442,0.0000004751471674,0.000000001679500614,-0.05716603206,-0.001417463923,0.000000003725209604,-104.1,,
330202191,-60,-77.6,0.56716,-3.9,-1.287,136.55,-137.6,-0.0004260499087,-0.00064708332,1.518796992,0.008606208156,0.0000002756897894,0.000000003772369766,-0.06328026396,-0.001073133229,0.00000001101752455,-137.6,,
330233403,-69,-88.9,0.56784,-3.4,0.109,44.725,-157.9,-0.0002883506344,-0.0003620402409,1.255555556,0.003258362168,0.0000001043945331,0.000000004411034831,-0.04735678585,-0.0006503908753,0.00000001354205572,-157.9,,
330264601,-73.1,-91.1,0.57298,-0.8,0.822,22.853,-164.2,-0.0001314186807,-0.00007051734086,0.5365853659,0.0002891210975,0.000000009267295901,0.000000005027936489,-0.01683793833,-0.0002019360215,0.00000001436802684,-164.2,,
330295826,-72.2,-86.2,0.58008,2.4,1.136,10.057,-158.4,0.00002882305845,0.0001569255404,5.444444444,0.0001412329864,0.000000004523074024,0.000000005136282426,0.01395580464,0.0001857485989,0.00000001242658569,-158.4,,
330327038,-66.9,-76.5,0.58746,4.2,1.182,1.486,-143.4,0.0001698064847,0.0003107779059,1.830188679,0.001647122901,0.00000005277210372,0.000000004515081705,0.03542836089,0.0004805843906,0.000000009442299175,-143.4,,
330358284,-58.7,-64.4,0.59472,3.5,1.164,-0.593,-123.1,0.0002624335915,0.0003872495679,1.475609756,0.003175446457,0.0000001016272949,0.000000002967676112,0.04280771939,0.0006496831594,0.000000005417748585,-123.1,,
330389495,-49.4,-51.9,0.60294,0.5,1.314,4.817,-101.3,0.0002979718689,0.0004004998238,1.344086022,0.003724648361,0.000000119337681,0.00000000113737046,0.03897407965,0.0006984716927,0.000000001561432927,-101.3,,
330420717,-41,-40.8,0.6132,-3.1,1.645,10.604,-81.8,0.0002690410608,0.0003555185446,1.321428571,0.002986355775,0.00000009564908637,-0.0000000009269426837,0.02853949138,0.0006245596054,-0.000000002368142234,-81.8,,
330451975,-35,-33.1,0.62374,-5.4,1.686,1.289,-68.1,0.0001919508606,0.0002463369377,1.283333333,0.001478021626,0.00000004728458719,-0.000000002469098719,0.01645338793,0.0004382877983,-0.000000005966043402,-68.1,,
330483191,-32.3,-29.9,0.62844,-5.1,0.754,-29.854,-62.2,0.00008649410559,0.0001025115325,1.185185185,0.0002767811379,0.00000000886664332,-0.000000003373752479,0.006174077396,0.0001890056381,-0.000000007974987529,-62.2,,
330514403,-32.9,-31,0.62416,-2.6,-0.688,-46.178,-63.9,-0.00001922337562,-0.00003524285531,1.833333333,0.00002114571319,0.0000000006774866458,-0.000000003386644068,-0.001734268871,-0.00005446623094,-0.00000000779958576,-63.9,,
330545615,-35,-34.5,0.61548,0.4,-1.39,-22.506,-69.5,-0.00006728181469,-0.0001121363578,1.666666667,0.0002354863514,0.000000007544737646,-0.000000001539742377,-0.006010508779,-0.0001794181725,-0.000000004003330179,-69.5,,
330576866,-36.3,-37.3,0.60694,2,-1.366,0.757,-73.6,-0.00004159866884,-0.00008959713289,2.153846154,0.0001164762728,0.00000000372712146,0.0000000008228612663,-0.004687529999,-0.0001311958017,0.000000001544994578,-73.6,,
330608038,-34.2,-36.5,0.60004,1.3,-1.108,8.277,-70.7,0.0000673681509,0.00002566405749,0.380952381,0.00005389452072,0.000000001728940098,0.000000003486826653,0.003390542795,0.00009303220839,0.000000007175066722,-70.7,,
330639284,-27.8,-30.2,0.59614,-1.1,-0.623,15.547,-58,0.0002048262178,0.0002016258081,0.984375,0.001290405172,0.00000004129825168,0.000000004409664662,0.01308135441,0.0004064520259,0.00000001005453027,-58,,
330670497,-17.2,-18.2,0.60104,-3.5,0.785,45.09,-35.4,0.0003396020889,0.000384455195,1.132075472,0.004075225066,0.0000001305617873,0.000000004313379988,0.01686861244,0.0007240572838,0.00000001016466933,-35.4,,
330701721,-3.7,-1.6,0.86642,-4.2,42.496,1335.879,-5.3,0.0004323597233,0.0005316423264,1.22962963,0.007177171407,0.0000002298607291,0.000000002971762869,0.009836023572,0.0009640020497,0.000000007687334312,-5.3,,
330732972,10.7,17.1,0.6284,-2.4,-52.519,-3040.393,27.8,0.0004607852549,0.0005983808518,1.298611111,0.008616684266,0.0000002757250733,0.0000000009103744422,0.006044286583,0.001059166107,0.000000003047785581,27.8,,
330764191,23.7,35,0.6765,1.1,1.541,1731.628,58.7,0.0004164130818,0.0005733687818,1.376923077,0.007453794164,0.0000002387582614,-0.000000001419864103,0.02070950383,0.0009897818636,-0.000000002220224731,58.7,,
330795390,33.1,49.6,0.6667,4.2,-0.315,-59.491,82.7,0.0003012917081,0.0004679637168,1.553191489,0.004398858938,0.0000001409935875,-0.000000003687542,0.02603480881,0.0007692554249,-0.000000007063853383,82.7,,
330826615,38.2,59.7,0.6399,5.3,-0.859,-17.425,97.9,0.0001633306645,0.000323458767,1.980392157,0.001649639712,0.00000005283073536,-0.000000004421970048,0.02045732586,0.0004867894315,-0.000000009053687404,97.9,,
330857866,39.7,65.4,0.6078,3.8,-1.025,-5.282,105.1,0.00004799846405,0.0001823941634,3.8,0.0002735912451,0.000000008754639694,-0.000000003693585284,0.01010655659,0.0002303926274,-0.000000008211266745,105.1,,
